"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.918359804E1,5.742774159E-2,3.421736360E-1,9.732806206E0,9.738988519E0
1.918595866E1,6.221338734E-2,3.326023519E-1,9.739984512E0,9.745860307E0
1.918831929E1,4.785645381E-2,3.302095234E-1,9.749555588E0,9.755263335E0
1.919067996E1,7.417750359E-2,3.493520916E-1,9.759127617E0,9.765660297E0
1.919304059E1,5.982056633E-2,3.349951804E-1,9.735198975E0,9.741144663E0
1.919540121E1,6.221338734E-2,3.349951804E-1,9.728020668E0,9.733985740E0
1.919776189E1,6.939185411E-2,3.517449200E-1,9.747162819E0,9.753754289E0
1.920012251E1,7.178468257E-2,3.541377485E-1,9.725627899E0,9.732338086E0
1.920248314E1,6.221338734E-2,3.326023519E-1,9.732806206E0,9.738686332E0
1.920484382E1,9.092725813E-2,3.373879790E-1,9.759127617E0,9.765381214E0
1.920720444E1,6.460621208E-2,3.206382394E-1,9.730413437E0,9.735909228E0
1.920956512E1,8.853443712E-2,3.613162339E-1,9.749555588E0,9.756650139E0
1.921192574E1,5.503492057E-2,3.373879790E-1,9.735198975E0,9.741199031E0
1.921428637E1,6.460621208E-2,3.302095234E-1,9.723235130E0,9.729055128E0
1.921664705E1,4.785645381E-2,3.326023519E-1,9.728020668E0,9.733822511E0
1.921900767E1,8.614161611E-2,3.397808075E-1,9.713663101E0,9.719985711E0
1.922136830E1,6.460621208E-2,3.421736360E-1,9.742377281E0,9.748598456E0
1.922372897E1,6.939185411E-2,3.637090325E-1,9.754341125E0,9.761366210E0
1.922608960E1,5.264209956E-2,3.397808075E-1,9.725627899E0,9.731703870E0
1.922845022E1,7.417750359E-2,3.397808075E-1,9.708877563E0,9.715104572E0
1.923081090E1,8.614161611E-2,3.206382394E-1,9.732806206E0,9.738467328E0
1.923317152E1,4.546362907E-2,3.445664644E-1,9.732806206E0,9.739009684E0
1.923553220E1,7.896314561E-2,3.397808075E-1,9.735198975E0,9.741446774E0
1.923789283E1,8.614161611E-2,3.541377485E-1,9.732806206E0,9.739627845E0
1.924025345E1,7.178468257E-2,3.326023519E-1,9.739984512E0,9.745926106E0
1.924261413E1,9.810572863E-2,3.349951804E-1,9.739984512E0,9.746237469E0
1.924497475E1,8.135596663E-2,3.254238665E-1,9.725627899E0,9.731410870E0
1.924733538E1,6.460621208E-2,3.302095234E-1,9.732806206E0,9.738620484E0
1.924969606E1,6.221338734E-2,3.302095234E-1,9.728020668E0,9.733822217E0
1.925205668E1,5.503492057E-2,3.517449200E-1,9.737591743E0,9.744098024E0
1.925441731E1,6.221338734E-2,3.493520916E-1,9.737591743E0,9.744055129E0
1.925677798E1,6.221338734E-2,3.589234054E-1,9.751948357E0,9.758749575E0
1.925913861E1,5.503492057E-2,3.541377485E-1,9.751948357E0,9.758531608E0
1.926149923E1,5.982056633E-2,3.373879790E-1,9.737591743E0,9.743618533E0
1.926385991E1,6.699903309E-2,3.397808075E-1,9.732806206E0,9.738965885E0
1.926622054E1,5.742774159E-2,3.349951804E-1,9.739984512E0,9.745912888E0
1.926858121E1,5.982056633E-2,3.349951804E-1,9.739984512E0,9.745927281E0
1.927094184E1,7.178468257E-2,3.373879790E-1,9.723235130E0,9.729351730E0
1.927330246E1,7.657032460E-2,3.397808075E-1,9.751948357E0,9.758166363E0
1.927566314E1,5.024927482E-2,3.469592929E-1,9.759127617E0,9.765422550E0
1.927802376E1,4.067798331E-2,3.613162339E-1,9.728020668E0,9.734813313E0
1.928038439E1,6.699903309E-2,3.302095234E-1,9.732806206E0,9.738636652E0
1.928274507E1,8.374879509E-2,3.373879790E-1,9.737591743E0,9.743794819E0
1.928510569E1,7.178468257E-2,3.493520916E-1,9.759127617E0,9.765642414E0
1.928746632E1,5.742774159E-2,3.541377485E-1,9.747162819E0,9.753763095E0
1.928982699E1,7.417750359E-2,3.254238665E-1,9.744770050E0,9.750484415E0
1.929218762E1,9.332008660E-2,3.397808075E-1,9.723235130E0,9.729617723E0
1.929454824E1,5.742774159E-2,3.230310678E-1,9.723235130E0,9.728769111E0
1.929690892E1,5.982056633E-2,3.445664644E-1,9.730413437E0,9.736696062E0
1.929926954E1,6.221338734E-2,3.565305769E-1,9.744770050E0,9.751488496E0
1.930163022E1,7.178468257E-2,3.565305769E-1,9.732806206E0,9.739598746E0
1.930399085E1,1.028913707E-1,3.349951804E-1,9.744770050E0,9.751069261E0
1.930635147E1,8.853443712E-2,3.517449200E-1,9.742377281E0,9.749127034E0
1.930871210E1,7.657032460E-2,3.421736360E-1,9.739984512E0,9.746293865E0
1.931107277E1,7.417750359E-2,3.469592929E-1,9.732806206E0,9.739271004E0
1.931343340E1,4.067798331E-2,3.278166950E-1,9.732806206E0,9.738410298E0
1.931579408E1,5.982056633E-2,3.445664644E-1,9.744770050E0,9.751043425E0
1.931815481E1,7.657032460E-2,3.230310678E-1,9.730413437E0,9.736075068E0
1.932051533E1,5.982056633E-2,3.206382394E-1,9.737591743E0,9.743052927E0
1.932287600E1,7.178468257E-2,3.445664644E-1,9.735198975E0,9.741559329E0
1.932523663E1,6.221338734E-2,3.349951804E-1,9.771091461E0,9.777030256E0
1.932759725E1,5.982056633E-2,3.421736360E-1,9.730413437E0,9.736611677E0
1.932995793E1,5.982056633E-2,3.589234054E-1,9.732806206E0,9.739605801E0
1.933231856E1,5.503492057E-2,3.565305769E-1,9.723235130E0,9.729925195E0
1.933467923E1,5.982056633E-2,3.445664644E-1,9.728020668E0,9.734304837E0
1.933703986E1,7.178468257E-2,3.541377485E-1,9.720842361E0,9.727555849E0
1.933940048E1,7.896314561E-2,3.517449200E-1,9.732806206E0,9.739480289E0
1.934176116E1,6.460621208E-2,3.397808075E-1,9.749555588E0,9.755688552E0
1.934412179E1,7.657032460E-2,3.421736360E-1,9.742377281E0,9.748685086E0
1.934648241E1,7.417750359E-2,3.517449200E-1,9.725627899E0,9.732269254E0
1.934884309E1,6.939185411E-2,3.421736360E-1,9.735198975E0,9.741457648E0
1.935120371E1,8.135596663E-2,3.349951804E-1,9.725627899E0,9.731735642E0
1.935356434E1,9.092725813E-2,3.541377485E-1,9.725627899E0,9.732498104E0
1.935592501E1,7.178468257E-2,3.445664644E-1,9.737591743E0,9.743950536E0
1.935828564E1,6.221338734E-2,3.493520916E-1,9.732806206E0,9.739272767E0
1.936064626E1,6.460621208E-2,3.565305769E-1,9.739984512E0,9.746721824E0
1.936300694E1,4.546362907E-2,3.421736360E-1,9.718449593E0,9.724577740E0
1.936536757E1,5.264209956E-2,3.421736360E-1,9.739984512E0,9.746135249E0
1.936772819E1,6.221338734E-2,3.493520916E-1,9.747162819E0,9.753619862E0
1.937008887E1,6.221338734E-2,3.302095234E-1,9.763913155E0,9.769693390E0
1.937244949E1,7.657032460E-2,3.445664644E-1,9.730413437E0,9.736813376E0
1.937481017E1,8.135596663E-2,3.397808075E-1,9.744770050E0,9.751031387E0
1.937717080E1,6.939185411E-2,3.254238665E-1,9.735198975E0,9.740883687E0
1.937953142E1,7.178468257E-2,3.397808075E-1,9.728020668E0,9.734217491E0
1.938189210E1,5.264209956E-2,3.397808075E-1,9.735198975E0,9.741268976E0
1.938425272E1,9.332008660E-2,3.445664644E-1,9.711270332E0,9.717829292E0
1.938661335E1,9.810572863E-2,3.445664644E-1,9.732806206E0,9.739397693E0
1.938897402E1,5.982056633E-2,3.421736360E-1,9.739984512E0,9.746176666E0
1.939133465E1,4.785645381E-2,3.661018610E-1,9.744770050E0,9.751762104E0
1.939369527E1,1.124626622E-1,3.421736360E-1,9.742377281E0,9.749033067E0
1.939605595E1,6.939185411E-2,3.517449200E-1,9.728020668E0,9.734625100E0
1.939841658E1,6.221338734E-2,3.445664644E-1,9.742377281E0,9.748667173E0
1.940077720E1,4.546362907E-2,3.182454109E-1,9.723235130E0,9.728548118E0
1.940313788E1,6.699903309E-2,3.349951804E-1,9.730413437E0,9.736408799E0
1.940549850E1,5.503492057E-2,3.493520916E-1,9.742377281E0,9.748794326E0
1.940785918E1,7.178468257E-2,3.517449200E-1,9.725627899E0,9.732251310E0
1.941021981E1,4.307080805E-2,3.565305769E-1,9.747162819E0,9.753776303E0
1.941258043E1,5.742774159E-2,3.397808075E-1,9.742377281E0,9.748469830E0
1.941494111E1,6.221338734E-2,3.421736360E-1,9.730413437E0,9.736626672E0
1.941730173E1,7.896314561E-2,3.278166950E-1,9.732806206E0,9.738645471E0
1.941966236E1,5.982056633E-2,3.517449200E-1,9.735198975E0,9.741735064E0
1.942202304E1,6.221338734E-2,3.421736360E-1,9.742377281E0,9.748582891E0
1.942438366E1,5.503492057E-2,3.589234054E-1,9.732806206E0,9.739577583E0
1.942674428E1,6.699903309E-2,3.493520916E-1,9.747162819E0,9.753651561E0
1.942910496E1,7.417750359E-2,3.373879790E-1,9.730413437E0,9.736543463E0
1.943146559E1,6.939185411E-2,3.469592929E-1,9.749555588E0,9.755974074E0
1.943382621E1,5.982056633E-2,3.493520916E-1,9.744770050E0,9.751213705E0
1.943618689E1,6.939185411E-2,3.517449200E-1,9.747162819E0,9.753754289E0
1.943854751E1,7.657032460E-2,3.541377485E-1,9.732806206E0,9.739547895E0
1.944090814E1,4.785645381E-2,3.469592929E-1,9.725627899E0,9.731932440E0
1.944326882E1,6.939185411E-2,3.397808075E-1,9.725627899E0,9.731808889E0
1.944562944E1,6.460621208E-2,3.469592929E-1,9.723235130E0,9.729638026E0
1.944799007E1,7.896314561E-2,3.278166950E-1,9.718449593E0,9.724297478E0
1.945035074E1,7.417750359E-2,3.517449200E-1,9.720842361E0,9.727486983E0
1.945271137E1,7.417750359E-2,3.326023519E-1,9.749555588E0,9.755509253E0
1.945507204E1,6.699903309E-2,3.349951804E-1,9.744770050E0,9.750756584E0
1.945743267E1,5.024927482E-2,3.397808075E-1,9.756733894E0,9.762777897E0
1.945979330E1,6.221338734E-2,3.469592929E-1,9.723235130E0,9.729622431E0
1.946215397E1,8.374879509E-2,3.110669553E-1,9.735198975E0,9.740527480E0
1.946451460E1,8.135596663E-2,3.278166950E-1,9.737591743E0,9.743447826E0
1.946687522E1,8.374879509E-2,3.469592929E-1,9.747162819E0,9.753695588E0
1.946923590E1,8.374879509E-2,3.397808075E-1,9.728020668E0,9.734313072E0
1.947159652E1,4.307080805E-2,3.517449200E-1,9.725627899E0,9.732081875E0
1.947395715E1,6.699903309E-2,3.302095234E-1,9.723235130E0,9.729071312E0
1.947631783E1,5.982056633E-2,3.445664644E-1,9.716055870E0,9.722347773E0
1.947867845E1,4.546362907E-2,3.373879790E-1,9.728020668E0,9.733975740E0
1.948103913E1,9.092725813E-2,3.445664644E-1,9.754341125E0,9.760848560E0
1.948339975E1,7.417750359E-2,3.565305769E-1,9.732806206E0,9.739616676E0
1.948576038E1,9.332008660E-2,3.469592929E-1,9.732806206E0,9.739435611E0
1.948812106E1,7.657032460E-2,3.421736360E-1,9.742377281E0,9.748685086E0
1.949048168E1,7.417750359E-2,3.493520916E-1,9.737591743E0,9.744138861E0
1.949284231E1,7.896314561E-2,3.278166950E-1,9.723235130E0,9.729080140E0
1.949520298E1,6.699903309E-2,3.517449200E-1,9.742377281E0,9.748955249E0
1.949756361E1,9.810572863E-2,3.373879790E-1,9.742377281E0,9.748711221E0
1.949992423E1,5.024927482E-2,3.517449200E-1,9.713663101E0,9.720159480E0
1.950228491E1,4.785645381E-2,3.493520916E-1,9.737591743E0,9.743974040E0
1.950464554E1,5.982056633E-2,3.182454109E-1,9.728020668E0,9.733408692E0
1.950700616E1,6.939185411E-2,3.230310678E-1,9.739984512E0,9.745586827E0
1.950936684E1,7.178468257E-2,3.661018610E-1,9.749555588E0,9.756690923E0
1.951172746E1,7.178468257E-2,3.589234054E-1,9.732806206E0,9.739686632E0
1.951408809E1,7.178468257E-2,3.373879790E-1,9.739984512E0,9.746090600E0
1.951644876E1,6.460621208E-2,3.206382394E-1,9.756733894E0,9.762214868E0
1.951880939E1,5.982056633E-2,3.613162339E-1,9.735198975E0,9.742085352E0
1.952117001E1,6.460621208E-2,3.445664644E-1,9.708877563E0,9.715204761E0
1.952353069E1,5.982056633E-2,3.349951804E-1,9.742377281E0,9.748318591E0
1.952589132E1,6.699903309E-2,3.349951804E-1,9.739984512E0,9.745973986E0
1.952825199E1,6.221338734E-2,3.397808075E-1,9.739984512E0,9.746107931E0
1.953061262E1,5.982056633E-2,3.421736360E-1,9.732806206E0,9.739002923E0
1.953297324E1,6.699903309E-2,3.493520916E-1,9.732806206E0,9.739304513E0
1.953533392E1,7.896314561E-2,3.421736360E-1,9.732806206E0,9.739139316E0
1.953769454E1,7.178468257E-2,3.445664644E-1,9.742377281E0,9.748732952E0
1.954005517E1,5.264209956E-2,3.589234054E-1,9.735198975E0,9.741955465E0
1.954241585E1,7.178468257E-2,3.278166950E-1,9.735198975E0,9.740981260E0
1.954477647E1,7.178468257E-2,3.421736360E-1,9.723235130E0,9.729518859E0
1.954713710E1,6.939185411E-2,3.541377485E-1,9.718449593E0,9.725147364E0
1.954949777E1,6.460621208E-2,3.828516304E-1,9.737591743E0,9.745329255E0
1.955185840E1,7.896314561E-2,3.349951804E-1,9.735198975E0,9.741281026E0
1.955421902E1,5.982056633E-2,3.326023519E-1,9.739984512E0,9.745845326E0
1.955657970E1,5.742774159E-2,3.469592929E-1,9.751948357E0,9.758287526E0
1.955894033E1,5.742774159E-2,3.326023519E-1,9.725627899E0,9.731482945E0
1.956130095E1,6.221338734E-2,3.278166950E-1,9.737591743E0,9.743306793E0
1.956366163E1,8.853443712E-2,3.349951804E-1,9.732806206E0,9.738972058E0
1.956602225E1,7.417750359E-2,3.397808075E-1,9.728020668E0,9.734235431E0
1.956838293E1,6.221338734E-2,3.326023519E-1,9.735198975E0,9.741077656E0
1.957074356E1,6.221338734E-2,3.445664644E-1,9.739984512E0,9.746275948E0
1.957310413E1,5.982056633E-2,3.565305769E-1,9.744770050E0,9.751473524E0
1.957546481E1,5.742774159E-2,3.469592929E-1,9.730413437E0,9.736766627E0
1.957782548E1,5.503492057E-2,3.493520916E-1,9.732806206E0,9.739229557E0
1.958018611E1,5.024927482E-2,3.517449200E-1,9.723235130E0,9.729725118E0
1.958254678E1,6.699903309E-2,3.326023519E-1,9.735198975E0,9.741109396E0
1.958490741E1,4.785645381E-2,3.326023519E-1,9.751948357E0,9.757735973E0
1.958726804E1,6.460621208E-2,3.493520916E-1,9.737591743E0,9.744070700E0
1.958962871E1,5.742774159E-2,3.397808075E-1,9.732806206E0,9.738904742E0
1.959198934E1,7.896314561E-2,3.493520916E-1,9.728020668E0,9.734611866E0
1.959434996E1,9.332008660E-2,3.541377485E-1,9.730413437E0,9.737302904E0
1.959671059E1,8.614161611E-2,3.565305769E-1,9.737591743E0,9.744497288E0
1.959907126E1,5.982056633E-2,3.445664644E-1,9.756733894E0,9.762999582E0
1.960143189E1,5.982056633E-2,3.613162339E-1,9.735198975E0,9.742085352E0
1.960379257E1,9.332008660E-2,3.230310678E-1,9.725627899E0,9.731438524E0
1.960615319E1,7.417750359E-2,3.397808075E-1,9.723235130E0,9.729452950E0
1.960851382E1,9.092725813E-2,3.326023519E-1,9.751948357E0,9.758042265E0
1.961087449E1,7.178468257E-2,3.254238665E-1,9.737591743E0,9.743292395E0
1.961323512E1,7.896314561E-2,3.445664644E-1,9.718449593E0,9.724876540E0
1.961559580E1,6.221338734E-2,3.445664644E-1,9.723235130E0,9.729537397E0
1.961795642E1,4.067798331E-2,3.110669553E-1,9.728020668E0,9.733077800E0
1.962031704E1,6.699903309E-2,3.158525825E-1,9.739984512E0,9.745334783E0
1.962267772E1,5.503492057E-2,3.206382394E-1,9.749555588E0,9.754981901E0
1.962503835E1,5.264209956E-2,3.302095234E-1,9.730413437E0,9.736157105E0
1.962739897E1,7.178468257E-2,3.397808075E-1,9.737591743E0,9.743782479E0
1.962975965E1,5.503492057E-2,3.517449200E-1,9.737591743E0,9.744098024E0
1.963212022E1,3.828516230E-2,3.278166950E-1,9.749555588E0,9.755140373E0
1.963448090E1,5.024927482E-2,3.708875179E-1,9.735198975E0,9.742390960E0
1.963684158E1,8.135596663E-2,3.278166950E-1,9.739984512E0,9.745839157E0
1.963920220E1,6.939185411E-2,3.421736360E-1,9.742377281E0,9.748631346E0
1.964156335E1,5.742774159E-2,3.302095234E-1,9.732806206E0,9.738575507E0
1.964392350E1,6.460621208E-2,3.326023519E-1,9.735198975E0,9.741093232E0
1.964628413E1,5.742774159E-2,3.349951804E-1,9.749555588E0,9.755478147E0
1.964864481E1,8.374879509E-2,3.445664644E-1,9.735198975E0,9.741654838E0
1.965100538E1,6.221338734E-2,3.397808075E-1,9.737591743E0,9.743716666E0
1.965336606E1,6.939185411E-2,3.421736360E-1,9.735198975E0,9.741457648E0
1.965572673E1,8.853443712E-2,3.445664644E-1,9.744770050E0,9.751261853E0
1.965808736E1,2.632104978E-2,3.397808075E-1,9.749555588E0,9.755510133E0
1.966044798E1,7.417750359E-2,3.589234054E-1,9.754341125E0,9.761224263E0
1.966280866E1,6.939185411E-2,3.397808075E-1,9.732806206E0,9.738982640E0
1.966516928E1,5.982056633E-2,3.493520916E-1,9.735198975E0,9.741648960E0
1.966752991E1,6.221338734E-2,3.182454109E-1,9.732806206E0,9.738206574E0
1.966989059E1,5.264209956E-2,3.302095234E-1,9.751948357E0,9.757679349E0
1.967225121E1,5.024927482E-2,3.206382394E-1,9.725627899E0,9.731041666E0
1.967461184E1,8.135596663E-2,3.349951804E-1,9.737591743E0,9.743691986E0
1.967697251E1,7.178468257E-2,3.349951804E-1,9.735198975E0,9.741225482E0
1.967933314E1,5.503492057E-2,3.373879790E-1,9.720842361E0,9.726851274E0
1.968169376E1,8.135596663E-2,3.493520916E-1,9.730413437E0,9.737022714E0
1.968405444E1,6.221338734E-2,3.421736360E-1,9.730413437E0,9.736626672E0
1.968641507E1,6.221338734E-2,3.445664644E-1,9.725627899E0,9.731928616E0
1.968877569E1,6.699903309E-2,3.565305769E-1,9.739984512E0,9.746737979E0
1.969113637E1,6.699903309E-2,3.469592929E-1,9.737591743E0,9.744001364E0
1.969349699E1,6.221338734E-2,3.349951804E-1,9.728020668E0,9.733985740E0
1.969585762E1,5.264209956E-2,3.565305769E-1,9.725627899E0,9.732303082E0
1.969821830E1,5.982056633E-2,3.326023519E-1,9.732806206E0,9.738671340E0
1.970057892E1,6.460621208E-2,3.421736360E-1,9.730413437E0,9.736642256E0
1.970293954E1,5.264209956E-2,3.373879790E-1,9.732806206E0,9.738794508E0
1.970530022E1,6.460621208E-2,3.637090325E-1,9.720842361E0,9.727858677E0
1.970766085E1,6.460621208E-2,3.397808075E-1,9.749555588E0,9.755688552E0
1.971002152E1,6.221338734E-2,3.182454109E-1,9.737591743E0,9.742989460E0
1.971238215E1,6.221338734E-2,3.302095234E-1,9.742377281E0,9.748170286E0
1.971474277E1,7.417750359E-2,3.302095234E-1,9.739984512E0,9.745862657E0
1.971710345E1,6.221338734E-2,3.517449200E-1,9.747162819E0,9.753705860E0
1.971946408E1,7.417750359E-2,3.421736360E-1,9.742377281E0,9.748666585E0
1.972182470E1,7.178468257E-2,3.541377485E-1,9.739984512E0,9.746684815E0
1.972418538E1,5.503492057E-2,3.493520916E-1,9.747162819E0,9.753576715E0
1.972654600E1,6.699903309E-2,3.517449200E-1,9.735198975E0,9.741781790E0
1.972890663E1,7.417750359E-2,3.349951804E-1,9.742377281E0,9.748417264E0
1.973126731E1,9.332008660E-2,3.421736360E-1,9.751948357E0,9.758395779E0
1.973362793E1,8.614161611E-2,3.373879790E-1,9.735198975E0,9.741424439E0
1.973598856E1,6.221338734E-2,3.445664644E-1,9.728020668E0,9.734319836E0
1.973834923E1,1.052841991E-1,3.349951804E-1,9.737591743E0,9.743921156E0
1.974070986E1,7.417750359E-2,3.517449200E-1,9.735198975E0,9.741833804E0
1.974307048E1,6.939185411E-2,3.565305769E-1,9.739984512E0,9.746754721E0
1.974543116E1,5.982056633E-2,3.589234054E-1,9.708877563E0,9.715693905E0
1.974779178E1,7.896314561E-2,3.421736360E-1,9.725627899E0,9.731965681E0
1.975015241E1,5.024927482E-2,3.445664644E-1,9.744770050E0,9.750989404E0
1.975251309E1,6.460621208E-2,3.445664644E-1,9.742377281E0,9.748682737E0
1.975487371E1,7.657032460E-2,3.373879790E-1,9.723235130E0,9.729388216E0
1.975723439E1,5.982056633E-2,3.302095234E-1,9.739984512E0,9.745763958E0
1.975959501E1,6.221338734E-2,3.373879790E-1,9.730413437E0,9.736459665E0
1.976195559E1,6.460621208E-2,3.421736360E-1,9.735198975E0,9.741424733E0
1.976431626E1,5.982056633E-2,3.326023519E-1,9.749555588E0,9.755410652E0
1.976667694E1,6.221338734E-2,3.397808075E-1,9.739984512E0,9.746107931E0
1.976903757E1,5.024927482E-2,3.445664644E-1,9.739984512E0,9.746206921E0
1.977139819E1,6.699903309E-2,3.302095234E-1,9.742377281E0,9.748202003E0
1.977375887E1,5.264209956E-2,3.230310678E-1,9.730413437E0,9.735916285E0
1.977611949E1,5.503492057E-2,3.397808075E-1,9.739984512E0,9.746064751E0
1.977848017E1,6.221338734E-2,3.541377485E-1,9.749555588E0,9.756183588E0
1.978084080E1,6.699903309E-2,3.326023519E-1,9.723235130E0,9.729152820E0
1.978320142E1,4.307080805E-2,3.517449200E-1,9.728020668E0,9.734473057E0
1.978556210E1,7.178468257E-2,3.541377485E-1,9.739984512E0,9.746684815E0
1.978792272E1,6.221338734E-2,3.421736360E-1,9.732806206E0,9.739017915E0
1.979028335E1,6.460621208E-2,3.278166950E-1,9.732806206E0,9.738539643E0
1.979264402E1,6.460621208E-2,3.445664644E-1,9.749555588E0,9.755856404E0
1.979500465E1,6.221338734E-2,3.373879790E-1,9.732806206E0,9.738850948E0
1.979736527E1,7.417750359E-2,3.421736360E-1,9.735198975E0,9.741492913E0
1.979972595E1,4.785645381E-2,3.493520916E-1,9.737591743E0,9.743974040E0
1.980208658E1,7.178468257E-2,3.326023519E-1,9.723235130E0,9.729186953E0
1.980444720E1,5.742774159E-2,3.373879790E-1,9.735198975E0,9.741212844E0
1.980680788E1,5.503492057E-2,3.373879790E-1,9.716055870E0,9.722067741E0
1.980916850E1,7.417750359E-2,3.254238665E-1,9.732806206E0,9.738527591E0
1.981152913E1,5.982056633E-2,3.373879790E-1,9.732806206E0,9.738835956E0
1.981388981E1,5.982056633E-2,3.349951804E-1,9.735198975E0,9.741144663E0
1.981625043E1,4.546362907E-2,3.158525825E-1,9.716055870E0,9.721294742E0
1.981861106E1,6.460621208E-2,3.206382394E-1,9.735198975E0,9.740692066E0
1.982097173E1,5.982056633E-2,3.326023519E-1,9.751948357E0,9.757801985E0
1.982333236E1,6.939185411E-2,3.469592929E-1,9.739984512E0,9.746409302E0
1.982569304E1,7.417750359E-2,3.445664644E-1,9.732806206E0,9.739186054E0
1.982805366E1,9.092725813E-2,3.541377485E-1,9.723235130E0,9.730107025E0
1.983041428E1,7.178468257E-2,3.254238665E-1,9.728020668E0,9.733726925E0
1.983277496E1,8.853443712E-2,3.421736360E-1,9.723235130E0,9.729656856E0
1.983513559E1,6.699903309E-2,3.326023519E-1,9.739984512E0,9.745892032E0
1.983749621E1,6.460621208E-2,3.445664644E-1,9.737591743E0,9.743900296E0
1.983985689E1,5.264209956E-2,3.373879790E-1,9.728020668E0,9.734011915E0
1.984221751E1,7.178468257E-2,3.302095234E-1,9.713663101E0,9.719539198E0
1.984457814E1,5.024927482E-2,3.469592929E-1,9.720842361E0,9.727162071E0
1.984693882E1,7.657032460E-2,3.349951804E-1,9.739984512E0,9.746044484E0
1.984929944E1,5.264209956E-2,3.373879790E-1,9.732806206E0,9.738794508E0
1.985166007E1,4.067798331E-2,3.445664644E-1,9.732806206E0,9.738988520E0
1.985402074E1,6.460621208E-2,3.445664644E-1,9.737591743E0,9.743900296E0
1.985638137E1,5.264209956E-2,3.517449200E-1,9.728020668E0,9.734520111E0
1.985874199E1,6.699903309E-2,3.637090325E-1,9.742377281E0,9.749394249E0
1.986110267E1,6.699903309E-2,3.613162339E-1,9.728020668E0,9.734958881E0
1.986346330E1,5.742774159E-2,3.589234054E-1,9.732806206E0,9.739591398E0
1.986582392E1,6.221338734E-2,3.326023519E-1,9.735198975E0,9.741077656E0
1.986818460E1,4.546362907E-2,3.158525825E-1,9.747162819E0,9.752384981E0
1.987054517E1,5.982056633E-2,3.469592929E-1,9.747162819E0,9.753519481E0
1.987290585E1,5.742774159E-2,3.445664644E-1,9.725627899E0,9.731899199E0
1.987526652E1,4.546362907E-2,3.517449200E-1,9.713663101E0,9.720135918E0
1.987762715E1,7.896314561E-2,3.613162339E-1,9.732806206E0,9.739830658E0
1.987998777E1,5.982056633E-2,3.326023519E-1,9.747162819E0,9.753019319E0
1.988234845E1,5.982056633E-2,3.326023519E-1,9.732806206E0,9.738671340E0
1.988470908E1,5.503492057E-2,3.373879790E-1,9.744770050E0,9.750764217E0
1.988706970E1,5.982056633E-2,3.589234054E-1,9.720842361E0,9.727650319E0
1.988943038E1,5.503492057E-2,3.493520916E-1,9.747162819E0,9.753576715E0
1.989179100E1,7.657032460E-2,3.134597540E-1,9.732806206E0,9.738153658E0
1.989415168E1,6.699903309E-2,3.421736360E-1,9.744770050E0,9.751005845E0
1.989651231E1,6.699903309E-2,3.421736360E-1,9.739984512E0,9.746223369E0
1.989887293E1,7.417750359E-2,3.349951804E-1,9.747162819E0,9.753199839E0
1.990123361E1,5.264209956E-2,3.326023519E-1,9.730413437E0,9.736238553E0
1.990359423E1,7.896314561E-2,3.469592929E-1,9.747162819E0,9.753655671E0
1.990595486E1,8.135596663E-2,3.302095234E-1,9.735198975E0,9.741137315E0
1.990831554E1,7.178468257E-2,3.254238665E-1,9.747162819E0,9.752857876E0
1.991067616E1,8.853443712E-2,3.134597540E-1,9.728020668E0,9.733472221E0
1.991303679E1,6.939185411E-2,3.230310678E-1,9.749555588E0,9.755152406E0
1.991539746E1,8.135596663E-2,3.373879790E-1,9.744770050E0,9.750948301E0
1.991775809E1,7.657032460E-2,3.589234054E-1,9.747162819E0,9.754069512E0
1.992011871E1,4.546362907E-2,3.517449200E-1,9.730413437E0,9.736875119E0
1.992247939E1,6.460621208E-2,3.445664644E-1,9.737591743E0,9.743900296E0
1.992484001E1,7.417750359E-2,3.278166950E-1,9.739984512E0,9.745781877E0
1.992720064E1,4.785645381E-2,3.278166950E-1,9.730413437E0,9.736051545E0
1.992956132E1,6.939185411E-2,3.302095234E-1,9.737591743E0,9.743436074E0
1.993192189E1,5.024927482E-2,3.326023519E-1,9.739984512E0,9.745791277E0
1.993428257E1,4.546362907E-2,3.326023519E-1,9.730413437E0,9.736202387E0
1.993664324E1,5.982056633E-2,3.254238665E-1,9.747162819E0,9.752777154E0
1.993900387E1,6.699903309E-2,3.349951804E-1,9.754341125E0,9.760321789E0
1.994136449E1,6.939185411E-2,3.302095234E-1,9.747162819E0,9.753001414E0
1.994372517E1,5.503492057E-2,3.302095234E-1,9.739984512E0,9.745735758E0
1.994608580E1,4.785645381E-2,3.373879790E-1,9.723235130E0,9.729204607E0
1.994844642E1,4.307080805E-2,3.445664644E-1,9.737591743E0,9.743781304E0
1.995080710E1,4.067798331E-2,3.278166950E-1,9.739984512E0,9.745584476E0
1.995316767E1,5.264209956E-2,3.254238665E-1,9.713663101E0,9.719255256E0
1.995552835E1,6.221338734E-2,3.565305769E-1,9.739984512E0,9.746706257E0
1.995788902E1,5.024927482E-2,3.708875179E-1,9.725627899E0,9.732826957E0
1.996024965E1,6.939185411E-2,3.493520916E-1,9.718449593E0,9.724974272E0
1.996261033E1,8.853443712E-2,3.254238665E-1,9.720842361E0,9.726690869E0
