"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.333240155E1,7.657032460E-2,3.469592929E-1,9.737591743E0,9.744071876E0
5.333476213E1,6.460621208E-2,3.373879790E-1,9.711270332E0,9.717344086E0
5.333712275E1,7.896314561E-2,3.684946895E-1,9.730413437E0,9.737708620E0
5.333948338E1,8.135596663E-2,3.732803464E-1,9.749555588E0,9.757038033E0
5.334184395E1,5.503492057E-2,3.445664644E-1,9.749555588E0,9.755797715E0
5.334420457E1,7.417750359E-2,3.373879790E-1,9.742377281E0,9.748499784E0
5.334656520E1,5.024927482E-2,3.206382394E-1,9.723235130E0,9.728650229E0
5.334892577E1,6.460621208E-2,3.349951804E-1,9.725627899E0,9.731610030E0
5.335128640E1,4.785645381E-2,3.541377485E-1,9.730413437E0,9.736973320E0
5.335364702E1,5.982056633E-2,3.349951804E-1,9.737591743E0,9.743535972E0
5.335600760E1,5.264209956E-2,3.302095234E-1,9.739984512E0,9.745722540E0
5.335836822E1,6.699903309E-2,3.349951804E-1,9.742377281E0,9.748365285E0
5.336072885E1,8.135596663E-2,3.589234054E-1,9.718449593E0,9.725415533E0
5.336308942E1,8.135596663E-2,3.373879790E-1,9.728020668E0,9.734209550E0
5.336545004E1,5.264209956E-2,3.517449200E-1,9.720842361E0,9.727346601E0
5.336781067E1,6.939185411E-2,3.661018610E-1,9.735198975E0,9.742327488E0
5.337017124E1,7.178468257E-2,3.684946895E-1,9.735198975E0,9.742435037E0
5.337253187E1,6.699903309E-2,3.541377485E-1,9.735198975E0,9.741868480E0
5.337489249E1,7.178468257E-2,3.541377485E-1,9.735198975E0,9.741902569E0
5.337725306E1,7.417750359E-2,3.493520916E-1,9.730413437E0,9.736965381E0
5.337961369E1,5.024927482E-2,3.517449200E-1,9.742377281E0,9.748854526E0
5.338197431E1,6.699903309E-2,3.493520916E-1,9.747162819E0,9.753651561E0
5.338433489E1,9.332008660E-2,3.349951804E-1,9.737591743E0,9.743799227E0
5.338669551E1,6.939185411E-2,3.397808075E-1,9.754341125E0,9.760503933E0
5.338905614E1,5.024927482E-2,3.637090325E-1,9.742377281E0,9.749293530E0
5.339141671E1,7.896314561E-2,3.349951804E-1,9.744770050E0,9.750846131E0
5.339377733E1,8.614161611E-2,3.517449200E-1,9.732806206E0,9.739541134E0
5.339613796E1,7.896314561E-2,3.397808075E-1,9.739984512E0,9.746229244E0
5.339849848E1,7.417750359E-2,3.349951804E-1,9.749555588E0,9.755591127E0
5.340085916E1,6.460621208E-2,3.445664644E-1,9.749555588E0,9.755856404E0
5.340321978E1,5.742774159E-2,3.206382394E-1,9.747162819E0,9.752604260E0
5.340558036E1,7.896314561E-2,3.373879790E-1,9.737591743E0,9.743754861E0
5.340794098E1,8.614161611E-2,3.421736360E-1,9.742377281E0,9.748764961E0
5.341030160E1,6.699903309E-2,3.613162339E-1,9.742377281E0,9.749305277E0
5.341266218E1,6.939185411E-2,3.373879790E-1,9.720842361E0,9.726943101E0
5.341502280E1,7.657032460E-2,3.349951804E-1,9.732806206E0,9.738870644E0
5.341738343E1,8.853443712E-2,3.254238665E-1,9.728020668E0,9.733864862E0
5.341974395E1,8.853443712E-2,3.278166950E-1,9.739984512E0,9.745901725E0
5.342210463E1,8.853443712E-2,3.661018610E-1,9.737591743E0,9.744873621E0
5.342446525E1,7.896314561E-2,3.469592929E-1,9.718449593E0,9.724961615E0
5.342682588E1,7.896314561E-2,3.589234054E-1,9.728020668E0,9.734960057E0
5.342918645E1,7.178468257E-2,3.421736360E-1,9.728020668E0,9.734301308E0
5.343154707E1,8.135596663E-2,3.421736360E-1,9.742377281E0,9.748723849E0
5.343390765E1,8.135596663E-2,3.302095234E-1,9.756733894E0,9.762659136E0
5.343626827E1,1.004985496E-1,3.326023519E-1,9.737591743E0,9.743788649E0
5.343862890E1,6.460621208E-2,3.302095234E-1,9.739984512E0,9.745794508E0
5.344098947E1,5.982056633E-2,3.541377485E-1,9.737591743E0,9.744212898E0
5.344335010E1,8.614161611E-2,3.349951804E-1,9.756733894E0,9.762863229E0
5.344571072E1,6.221338734E-2,3.302095234E-1,9.730413437E0,9.736213560E0
5.344807134E1,6.939185411E-2,3.326023519E-1,9.737591743E0,9.743517461E0
5.345043192E1,6.460621208E-2,3.541377485E-1,9.747162819E0,9.753808001E0
5.345279254E1,5.742774159E-2,3.445664644E-1,9.749555588E0,9.755811507E0
5.345515312E1,7.178468257E-2,3.397808075E-1,9.735198975E0,9.741391231E0
5.345751374E1,6.460621208E-2,3.469592929E-1,9.735198975E0,9.741594007E0
5.345987437E1,7.417750359E-2,3.302095234E-1,9.739984512E0,9.745862657E0
5.346223494E1,7.896314561E-2,3.278166950E-1,9.742377281E0,9.748210813E0
5.346459556E1,6.221338734E-2,3.230310678E-1,9.747162819E0,9.752712576E0
5.346695619E1,4.785645381E-2,3.445664644E-1,9.718449593E0,9.724673710E0
5.346931676E1,5.982056633E-2,3.278166950E-1,9.732806206E0,9.738509071E0
5.347167733E1,4.546362907E-2,3.589234054E-1,9.713663101E0,9.720398335E0
5.347403801E1,9.092725813E-2,3.445664644E-1,9.720842361E0,9.727372206E0
5.347639858E1,1.100698411E-1,3.278166950E-1,9.761520386E0,9.767643493E0
5.347875921E1,7.896314561E-2,3.613162339E-1,9.737591743E0,9.744612746E0
5.348111983E1,5.024927482E-2,3.421736360E-1,9.725627899E0,9.731775060E0
5.348348046E1,6.939185411E-2,3.493520916E-1,9.732806206E0,9.739321268E0
5.348584103E1,7.896314561E-2,3.254238665E-1,9.756733894E0,9.762478792E0
5.348820166E1,1.004985496E-1,3.397808075E-1,9.739984512E0,9.746427512E0
5.349056223E1,8.614161611E-2,3.397808075E-1,9.718449593E0,9.724769090E0
5.349292286E1,9.092725813E-2,3.445664644E-1,9.735198975E0,9.741719196E0
5.349528348E1,8.614161611E-2,3.541377485E-1,9.723235130E0,9.730063480E0
5.349764405E1,6.221338734E-2,3.373879790E-1,9.744770050E0,9.750807376E0
5.350000468E1,7.178468257E-2,3.517449200E-1,9.744770050E0,9.751380459E0
5.350236530E1,8.853443712E-2,3.326023519E-1,9.735198975E0,9.741281320E0
5.350472588E1,7.896314561E-2,3.493520916E-1,9.735198975E0,9.741785316E0
5.350708650E1,8.614161611E-2,3.349951804E-1,9.739984512E0,9.746124381E0
5.350944713E1,8.614161611E-2,3.469592929E-1,9.751948357E0,9.758498751E0
5.351180770E1,7.417750359E-2,3.493520916E-1,9.730413437E0,9.736965381E0
5.351416832E1,5.982056633E-2,3.445664644E-1,9.725627899E0,9.731913614E0
5.351652895E1,7.896314561E-2,3.493520916E-1,9.732806206E0,9.739394165E0
5.351888957E1,4.546362907E-2,3.373879790E-1,9.747162819E0,9.753106203E0
5.352125015E1,7.417750359E-2,3.373879790E-1,9.747162819E0,9.753282318E0
5.352361077E1,7.896314561E-2,3.326023519E-1,9.766305923E0,9.772286881E0
5.352597134E1,6.939185411E-2,3.445664644E-1,9.737591743E0,9.743933202E0
5.352833197E1,7.896314561E-2,3.397808075E-1,9.735198975E0,9.741446774E0
5.353069260E1,6.699903309E-2,3.158525825E-1,9.737591743E0,9.742943328E0
5.353305317E1,7.896314561E-2,3.661018610E-1,9.730413437E0,9.737618364E0
5.353541379E1,5.982056633E-2,3.349951804E-1,9.739984512E0,9.745927281E0
5.353777437E1,8.853443712E-2,3.541377485E-1,9.735198975E0,9.742040390E0
5.354013504E1,8.853443712E-2,3.349951804E-1,9.723235130E0,9.729407049E0
5.354249562E1,6.221338734E-2,3.421736360E-1,9.730413437E0,9.736626672E0
5.354485624E1,7.896314561E-2,3.397808075E-1,9.739984512E0,9.746229244E0
5.354721687E1,6.221338734E-2,3.373879790E-1,9.749555588E0,9.755589952E0
5.354957744E1,5.024927482E-2,3.421736360E-1,9.754341125E0,9.760470203E0
5.355193806E1,4.546362907E-2,3.349951804E-1,9.759127617E0,9.764981339E0
5.355429869E1,5.982056633E-2,3.397808075E-1,9.730413437E0,9.736527880E0
5.355665926E1,6.939185411E-2,3.349951804E-1,9.732806206E0,9.738816850E0
5.355901989E1,7.417750359E-2,3.493520916E-1,9.739984512E0,9.746530023E0
5.356138046E1,6.221338734E-2,3.302095234E-1,9.723235130E0,9.729039533E0
5.356374108E1,1.028913707E-1,3.326023519E-1,9.739984512E0,9.746204864E0
5.356610171E1,8.374879509E-2,3.397808075E-1,9.742377281E0,9.748660418E0
5.356846228E1,5.024927482E-2,3.517449200E-1,9.725627899E0,9.732116292E0
5.357082291E1,9.810572863E-2,3.373879790E-1,9.744770050E0,9.751102436E0
5.357318353E1,6.699903309E-2,3.134597540E-1,9.742377281E0,9.747648997E0
5.357554416E1,6.939185411E-2,3.541377485E-1,9.720842361E0,9.727538486E0
5.357790473E1,5.742774159E-2,3.445664644E-1,9.725627899E0,9.731899199E0
5.358026536E1,6.460621208E-2,3.421736360E-1,9.735198975E0,9.741424733E0
5.358262598E1,5.503492057E-2,3.397808075E-1,9.744770050E0,9.750847305E0
5.358498655E1,8.614161611E-2,3.661018610E-1,9.747162819E0,9.754416127E0
5.358734713E1,1.052841991E-1,3.373879790E-1,9.737591743E0,9.744003714E0
5.358970780E1,6.699903309E-2,3.445664644E-1,9.730413437E0,9.736742811E0
5.359206838E1,5.742774159E-2,3.349951804E-1,9.735198975E0,9.741130263E0
5.359442900E1,6.699903309E-2,3.302095234E-1,9.723235130E0,9.729071312E0
5.359678963E1,6.460621208E-2,3.397808075E-1,9.723235130E0,9.729384686E0
5.359915020E1,9.092725813E-2,3.637090325E-1,9.725627899E0,9.732851076E0
5.360151082E1,5.742774159E-2,3.421736360E-1,9.728020668E0,9.734206021E0
5.360387145E1,8.374879509E-2,3.349951804E-1,9.718449593E0,9.724582156E0
5.360623202E1,9.092725813E-2,3.469592929E-1,9.747162819E0,9.753759867E0
5.360859265E1,7.896314561E-2,3.421736360E-1,9.737591743E0,9.743921743E0
5.361095322E1,6.699903309E-2,3.182454109E-1,9.725627899E0,9.731064024E0
5.361331384E1,9.092725813E-2,3.373879790E-1,9.735198975E0,9.741467933E0
5.361567447E1,7.417750359E-2,3.493520916E-1,9.730413437E0,9.736965381E0
5.361803510E1,7.178468257E-2,3.373879790E-1,9.754341125E0,9.760438232E0
5.362039567E1,6.699903309E-2,3.421736360E-1,9.732806206E0,9.739049661E0
5.362275629E1,1.004985496E-1,3.373879790E-1,9.742377281E0,9.748735595E0
5.362511692E1,7.178468257E-2,3.445664644E-1,9.739984512E0,9.746341744E0
5.362747749E1,9.332008660E-2,3.278166950E-1,9.751948357E0,9.757902909E0
5.362983812E1,6.460621208E-2,3.708875179E-1,9.737591743E0,9.744866570E0
5.363219874E1,6.460621208E-2,3.541377485E-1,9.735198975E0,9.741852318E0
5.363455931E1,8.853443712E-2,3.445664644E-1,9.723235130E0,9.729741302E0
5.363691994E1,6.939185411E-2,3.541377485E-1,9.739984512E0,9.746667486E0
5.363928056E1,9.092725813E-2,3.278166950E-1,9.737591743E0,9.743532445E0
5.364164114E1,7.417750359E-2,3.541377485E-1,9.728020668E0,9.734747144E0
5.364400176E1,5.742774159E-2,3.373879790E-1,9.739984512E0,9.745995429E0
5.364636239E1,8.135596663E-2,3.302095234E-1,9.732806206E0,9.738746006E0
5.364872296E1,8.374879509E-2,3.421736360E-1,9.725627899E0,9.732005687E0
5.365108358E1,8.853443712E-2,3.565305769E-1,9.730413437E0,9.737345534E0
5.365344421E1,6.939185411E-2,3.373879790E-1,9.744770050E0,9.750855819E0
5.365580478E1,6.699903309E-2,3.349951804E-1,9.742377281E0,9.748365285E0
5.365816541E1,7.178468257E-2,3.876372576E-1,9.737591743E0,9.745568667E0
5.366052598E1,7.417750359E-2,3.637090325E-1,9.728020668E0,9.735100034E0
5.366288661E1,8.135596663E-2,3.517449200E-1,9.720842361E0,9.727544371E0
5.366524723E1,6.699903309E-2,3.493520916E-1,9.711270332E0,9.717783040E0
5.366760780E1,6.460621208E-2,3.541377485E-1,9.737591743E0,9.744243453E0
5.366996843E1,7.178468257E-2,3.445664644E-1,9.728020668E0,9.734385713E0
5.367232905E1,6.460621208E-2,3.302095234E-1,9.720842361E0,9.726663791E0
5.367468968E1,7.657032460E-2,3.445664644E-1,9.718449593E0,9.724857405E0
5.367705025E1,7.657032460E-2,3.134597540E-1,9.708877563E0,9.714238188E0
5.367941088E1,8.135596663E-2,3.493520916E-1,9.728020668E0,9.734631570E0
5.368177150E1,8.374879509E-2,3.565305769E-1,9.737591743E0,9.744476429E0
5.368413207E1,6.939185411E-2,3.469592929E-1,9.749555588E0,9.755974074E0
5.368649270E1,8.135596663E-2,3.493520916E-1,9.749555588E0,9.756151897E0
5.368885332E1,6.460621208E-2,3.110669553E-1,9.732806206E0,9.737990206E0
5.369121390E1,5.024927482E-2,3.613162339E-1,9.732806206E0,9.739640191E0
5.369357452E1,6.460621208E-2,3.541377485E-1,9.735198975E0,9.741852318E0
5.369593515E1,6.699903309E-2,3.373879790E-1,9.739984512E0,9.746056527E0
5.369829572E1,8.614161611E-2,3.493520916E-1,9.737591743E0,9.744237283E0
5.370065629E1,7.417750359E-2,3.326023519E-1,9.730413437E0,9.736378807E0
5.370301692E1,5.503492057E-2,3.326023519E-1,9.747162819E0,9.752991140E0
5.370537754E1,7.896314561E-2,3.349951804E-1,9.742377281E0,9.748454854E0
5.370773817E1,6.460621208E-2,3.302095234E-1,9.742377281E0,9.748185851E0
5.371009879E1,7.178468257E-2,3.326023519E-1,9.732806206E0,9.738752179E0
5.371245937E1,6.939185411E-2,3.397808075E-1,9.725627899E0,9.731808889E0
5.371481999E1,6.699903309E-2,3.182454109E-1,9.744770050E0,9.750195503E0
5.371718056E1,8.135596663E-2,3.469592929E-1,9.730413437E0,9.736937157E0
5.371954119E1,5.982056633E-2,3.469592929E-1,9.716055870E0,9.722432870E0
5.372190181E1,5.982056633E-2,3.397808075E-1,9.744770050E0,9.750875490E0
5.372426239E1,6.939185411E-2,3.541377485E-1,9.708877563E0,9.715581934E0
5.372662301E1,9.810572863E-2,3.517449200E-1,9.739984512E0,9.746827562E0
5.372898364E1,6.939185411E-2,3.565305769E-1,9.749555588E0,9.756319154E0
5.373134421E1,6.939185411E-2,3.445664644E-1,9.718449593E0,9.724803533E0
5.373370483E1,7.896314561E-2,3.373879790E-1,9.739984512E0,9.746146117E0
5.373606546E1,7.657032460E-2,3.541377485E-1,9.723235130E0,9.729983451E0
5.373842603E1,6.460621208E-2,3.493520916E-1,9.723235130E0,9.729723647E0
5.374078666E1,7.178468257E-2,3.589234054E-1,9.720842361E0,9.727731250E0
5.374314728E1,8.374879509E-2,3.493520916E-1,9.735198975E0,9.741825282E0
5.374550786E1,6.939185411E-2,3.302095234E-1,9.739984512E0,9.745827408E0
5.374786848E1,9.571290761E-2,3.302095234E-1,9.737591743E0,9.743659079E0
5.375022910E1,6.699903309E-2,3.517449200E-1,9.739984512E0,9.746564095E0
5.375258968E1,8.374879509E-2,3.517449200E-1,9.728020668E0,9.734738028E0
5.375495030E1,9.092725813E-2,3.517449200E-1,9.716055870E0,9.722845979E0
5.375731093E1,8.135596663E-2,3.589234054E-1,9.732806206E0,9.739761878E0
5.375967155E1,7.178468257E-2,3.565305769E-1,9.728020668E0,9.734816547E0
5.376203213E1,7.896314561E-2,3.254238665E-1,9.737591743E0,9.743347927E0
5.376439275E1,8.374879509E-2,3.254238665E-1,9.730413437E0,9.736213854E0
5.376675332E1,9.571290761E-2,3.349951804E-1,9.732806206E0,9.739039961E0
5.376911395E1,9.332008660E-2,3.493520916E-1,9.723235130E0,9.729956676E0
5.377147457E1,7.657032460E-2,3.493520916E-1,9.756733894E0,9.763286649E0
5.377383515E1,7.657032460E-2,3.278166950E-1,9.744770050E0,9.750583066E0
5.377619577E1,5.982056633E-2,3.158525825E-1,9.732806206E0,9.738113677E0
5.377855640E1,5.503492057E-2,3.349951804E-1,9.732806206E0,9.738725135E0
5.378091697E1,8.853443712E-2,3.445664644E-1,9.725627899E0,9.732132471E0
5.378327760E1,9.810572863E-2,3.421736360E-1,9.737591743E0,9.744095673E0
5.378563822E1,1.052841991E-1,3.326023519E-1,9.744770050E0,9.751012892E0
5.378799879E1,7.896314561E-2,3.230310678E-1,9.732806206E0,9.738485554E0
5.379035942E1,6.699903309E-2,3.373879790E-1,9.756733894E0,9.762795491E0
5.379272004E1,6.939185411E-2,3.230310678E-1,9.725627899E0,9.731238479E0
5.379508062E1,6.460621208E-2,3.445664644E-1,9.739984512E0,9.746291516E0
5.379744124E1,8.853443712E-2,3.493520916E-1,9.751948357E0,9.758605535E0
5.379980187E1,5.742774159E-2,3.373879790E-1,9.725627899E0,9.731647683E0
5.380216244E1,8.374879509E-2,3.254238665E-1,9.718449593E0,9.724257146E0
5.380452306E1,8.374879509E-2,3.445664644E-1,9.730413437E0,9.736872473E0
5.380688369E1,8.853443712E-2,3.637090325E-1,9.728020668E0,9.735220014E0
5.380924426E1,6.699903309E-2,3.397808075E-1,9.730413437E0,9.736574630E0
5.381160499E1,7.657032460E-2,3.445664644E-1,9.728020668E0,9.734422180E0
5.381396551E1,6.221338734E-2,3.493520916E-1,9.716055870E0,9.722533572E0
5.381632608E1,8.374879509E-2,3.302095234E-1,9.718449593E0,9.724418475E0
5.381868671E1,7.178468257E-2,3.565305769E-1,9.742377281E0,9.749163153E0
5.382104733E1,7.896314561E-2,3.469592929E-1,9.723235130E0,9.729743950E0
5.382340791E1,4.785645381E-2,3.541377485E-1,9.723235130E0,9.729799853E0
5.382576853E1,5.503492057E-2,3.206382394E-1,9.730413437E0,9.735850419E0
5.382812916E1,6.221338734E-2,3.445664644E-1,9.718449593E0,9.724754960E0
5.383048973E1,5.503492057E-2,3.493520916E-1,9.730413437E0,9.736838367E0
5.383285036E1,4.785645381E-2,3.349951804E-1,9.739984512E0,9.745861189E0
5.383521098E1,6.939185411E-2,3.469592929E-1,9.739984512E0,9.746409302E0
5.383757155E1,6.221338734E-2,3.134597540E-1,9.728020668E0,9.733268395E0
5.383993218E1,4.307080805E-2,3.206382394E-1,9.744770050E0,9.750138835E0
5.384229280E1,5.503492057E-2,3.326023519E-1,9.747162819E0,9.752991140E0
5.384465338E1,7.178468257E-2,3.349951804E-1,9.744770050E0,9.750790642E0
5.384701400E1,7.178468257E-2,3.469592929E-1,9.723235130E0,9.729688340E0
5.384937463E1,7.657032460E-2,3.158525825E-1,9.720842361E0,9.726273803E0
5.385173520E1,6.221338734E-2,3.397808075E-1,9.751948357E0,9.758064268E0
5.385409582E1,4.067798331E-2,3.254238665E-1,9.725627899E0,9.731155811E0
5.385645640E1,6.699903309E-2,3.517449200E-1,9.718449593E0,9.725043745E0
5.385881702E1,1.052841991E-1,3.349951804E-1,9.732806206E0,9.739138728E0
5.386117765E1,9.571290761E-2,3.517449200E-1,9.739984512E0,9.746803771E0
5.386353827E1,5.024927482E-2,3.661018610E-1,9.747162819E0,9.754165191E0
5.386589885E1,6.939185411E-2,3.421736360E-1,9.742377281E0,9.748631346E0
5.386825947E1,5.982056633E-2,3.230310678E-1,9.747162819E0,9.752697606E0
5.387062010E1,7.417750359E-2,3.278166950E-1,9.742377281E0,9.748173223E0
5.387298067E1,6.939185411E-2,3.254238665E-1,9.747162819E0,9.752840558E0
5.387534129E1,7.896314561E-2,3.278166950E-1,9.735198975E0,9.741036805E0
5.387770192E1,5.982056633E-2,3.397808075E-1,9.730413437E0,9.736527880E0
5.388006249E1,7.896314561E-2,3.397808075E-1,9.749555588E0,9.755794193E0
5.388242312E1,8.135596663E-2,3.469592929E-1,9.742377281E0,9.748892995E0
5.388478369E1,7.178468257E-2,3.349951804E-1,9.742377281E0,9.748399351E0
5.388714431E1,6.460621208E-2,3.517449200E-1,9.751948357E0,9.758503738E0
5.388950494E1,5.264209956E-2,3.278166950E-1,9.742377281E0,9.748033138E0
5.389186551E1,7.896314561E-2,3.326023519E-1,9.730413437E0,9.736416443E0
5.389422614E1,5.264209956E-2,3.421736360E-1,9.739984512E0,9.746135249E0
5.389658676E1,9.571290761E-2,3.541377485E-1,9.751948357E0,9.758845795E0
5.389894733E1,7.896314561E-2,3.326023519E-1,9.708877563E0,9.714893877E0
5.390130791E1,6.699903309E-2,3.206382394E-1,9.725627899E0,9.731142573E0
5.390366858E1,5.503492057E-2,3.397808075E-1,9.730413437E0,9.736499653E0
5.390602916E1,8.853443712E-2,3.493520916E-1,9.749555588E0,9.756214398E0
5.390838978E1,5.982056633E-2,3.469592929E-1,9.759127617E0,9.765476491E0
5.391075041E1,5.264209956E-2,3.397808075E-1,9.730413437E0,9.736486422E0
5.391311093E1,5.982056633E-2,3.349951804E-1,9.735198975E0,9.741144663E0
5.391547160E1,5.024927482E-2,3.373879790E-1,9.754341125E0,9.760303603E0
5.391783223E1,6.221338734E-2,3.326023519E-1,9.737591743E0,9.743468981E0
5.392019280E1,9.332008660E-2,3.397808075E-1,9.735198975E0,9.741573729E0
5.392255343E1,6.939185411E-2,3.349951804E-1,9.728020668E0,9.734034267E0
5.392491405E1,7.178468257E-2,3.373879790E-1,9.716055870E0,9.722176987E0
5.392727463E1,7.178468257E-2,3.469592929E-1,9.744770050E0,9.751209008E0
5.392963525E1,9.092725813E-2,3.373879790E-1,9.728020668E0,9.734294249E0
5.393199588E1,6.460621208E-2,3.254238665E-1,9.701699257E0,9.707370557E0
5.393435645E1,6.699903309E-2,3.278166950E-1,9.747162819E0,9.752903961E0
5.393671707E1,6.460621208E-2,3.517449200E-1,9.728020668E0,9.734592162E0
5.393907770E1,6.699903309E-2,3.397808075E-1,9.728020668E0,9.734183375E0
5.394143827E1,5.742774159E-2,3.469592929E-1,9.728020668E0,9.734375420E0
5.394379890E1,5.264209956E-2,3.541377485E-1,9.732806206E0,9.739389168E0
5.394615952E1,5.024927482E-2,3.349951804E-1,9.744770050E0,9.750655880E0
5.394852010E1,8.853443712E-2,3.349951804E-1,9.732806206E0,9.738972058E0
5.395088072E1,7.896314561E-2,3.613162339E-1,9.723235130E0,9.730266492E0
5.395324129E1,6.221338734E-2,3.517449200E-1,9.747162819E0,9.753705860E0
5.395560192E1,5.742774159E-2,3.493520916E-1,9.754341125E0,9.760764090E0
5.395796254E1,6.939185411E-2,3.254238665E-1,9.739984512E0,9.745666433E0
5.396032317E1,5.264209956E-2,3.517449200E-1,9.732806206E0,9.739302455E0
5.396268374E1,7.657032460E-2,3.565305769E-1,9.742377281E0,9.749199565E0
5.396504437E1,8.374879509E-2,3.421736360E-1,9.732806206E0,9.739179293E0
5.396740499E1,7.657032460E-2,3.349951804E-1,9.725627899E0,9.731696811E0
5.396976556E1,8.374879509E-2,3.445664644E-1,9.718449593E0,9.724916575E0
5.397212619E1,7.896314561E-2,3.373879790E-1,9.716055870E0,9.722232640E0
5.397448681E1,7.417750359E-2,3.708875179E-1,9.747162819E0,9.754498597E0
5.397684739E1,5.742774159E-2,3.517449200E-1,9.742377281E0,9.748894169E0
5.397920801E1,5.503492057E-2,3.661018610E-1,9.732806206E0,9.739844765E0
5.398156864E1,5.742774159E-2,3.421736360E-1,9.739984512E0,9.746162273E0
5.398392921E1,5.982056633E-2,3.302095234E-1,9.747162819E0,9.752938011E0
5.398628983E1,5.742774159E-2,3.373879790E-1,9.737591743E0,9.743604136E0
5.398865046E1,6.221338734E-2,3.230310678E-1,9.742377281E0,9.747929763E0
5.399101103E1,8.853443712E-2,3.397808075E-1,9.735198975E0,9.741529060E0
5.399337166E1,7.896314561E-2,3.397808075E-1,9.735198975E0,9.741446774E0
5.399573228E1,7.178468257E-2,3.373879790E-1,9.742377281E0,9.748481870E0
5.399809286E1,5.742774159E-2,3.397808075E-1,9.711270332E0,9.717382385E0
5.400045348E1,5.503492057E-2,3.326023519E-1,9.725627899E0,9.731469118E0
5.400281405E1,3.589234129E-2,3.493520916E-1,9.720842361E0,9.727184143E0
5.400517468E1,6.221338734E-2,3.541377485E-1,9.720842361E0,9.727489926E0
5.400753530E1,4.307080805E-2,3.302095234E-1,9.716055870E0,9.721760905E0
5.400989593E1,7.178468257E-2,3.373879790E-1,9.737591743E0,9.743699331E0
5.401225650E1,7.896314561E-2,3.278166950E-1,9.742377281E0,9.748210813E0
5.401461713E1,6.460621208E-2,3.541377485E-1,9.739984512E0,9.746634589E0
5.401697770E1,8.614161611E-2,3.326023519E-1,9.739984512E0,9.746042428E0
5.401933832E1,8.135596663E-2,3.517449200E-1,9.739984512E0,9.746673360E0
5.402169895E1,5.024927482E-2,3.421736360E-1,9.749555588E0,9.755687672E0
5.402405952E1,5.982056633E-2,3.206382394E-1,9.723235130E0,9.728704373E0
5.402642015E1,6.699903309E-2,3.278166950E-1,9.735198975E0,9.740947168E0
5.402878077E1,7.178468257E-2,3.517449200E-1,9.747162819E0,9.753771606E0
5.403114134E1,5.503492057E-2,3.278166950E-1,9.737591743E0,9.743263601E0
5.403350197E1,6.460621208E-2,3.541377485E-1,9.744770050E0,9.751416863E0
5.403586260E1,6.221338734E-2,3.541377485E-1,9.747162819E0,9.753792445E0
5.403822317E1,7.417750359E-2,3.397808075E-1,9.723235130E0,9.729452950E0
5.404058379E1,8.135596663E-2,3.565305769E-1,9.720842361E0,9.727718595E0
5.404294442E1,7.417750359E-2,3.445664644E-1,9.720842361E0,9.727230056E0
5.404530494E1,8.374879509E-2,3.397808075E-1,9.728020668E0,9.734313072E0
5.404766562E1,7.178468257E-2,3.397808075E-1,9.728020668E0,9.734217491E0
5.405002624E1,8.374879509E-2,3.445664644E-1,9.739984512E0,9.746437206E0
5.405238681E1,9.810572863E-2,3.397808075E-1,9.732806206E0,9.739229557E0
5.405474744E1,7.178468257E-2,3.493520916E-1,9.728020668E0,9.734556284E0
5.405710806E1,6.221338734E-2,3.302095234E-1,9.737591743E0,9.743387594E0
5.405946864E1,7.417750359E-2,3.541377485E-1,9.728020668E0,9.734747144E0
5.406182926E1,4.307080805E-2,3.469592929E-1,9.730413437E0,9.736692534E0
5.406418989E1,8.614161611E-2,3.708875179E-1,9.751948357E0,9.759378806E0
5.406655046E1,8.374879509E-2,3.469592929E-1,9.749555588E0,9.756086755E0
5.406891108E1,7.657032460E-2,3.349951804E-1,9.730413437E0,9.736479366E0
5.407127171E1,5.024927482E-2,3.349951804E-1,9.730413437E0,9.736307946E0
5.407363228E1,7.657032460E-2,3.613162339E-1,9.732806206E0,9.739811552E0
5.407599291E1,4.546362907E-2,3.493520916E-1,9.744770050E0,9.751136198E0
5.407835353E1,7.178468257E-2,3.469592929E-1,9.711270332E0,9.717731487E0
5.408071411E1,7.178468257E-2,3.397808075E-1,9.732806206E0,9.738999983E0
5.408307473E1,5.982056633E-2,3.421736360E-1,9.725627899E0,9.731829187E0
5.408543536E1,4.785645381E-2,3.397808075E-1,9.744770050E0,9.750809431E0
5.408779593E1,6.939185411E-2,3.278166950E-1,9.728020668E0,9.733789865E0
5.409015655E1,3.828516230E-2,3.278166950E-1,9.742377281E0,9.747966179E0
5.409251718E1,7.417750359E-2,3.254238665E-1,9.737591743E0,9.743310318E0
5.409487775E1,6.221338734E-2,3.421736360E-1,9.739984512E0,9.746191646E0
5.409723838E1,8.135596663E-2,3.349951804E-1,9.728020668E0,9.734126909E0
5.409959900E1,5.742774159E-2,3.373879790E-1,9.749555588E0,9.755560607E0
5.410195957E1,5.024927482E-2,3.421736360E-1,9.756733894E0,9.762861469E0
5.410432020E1,8.614161611E-2,3.469592929E-1,9.739984512E0,9.746542948E0
5.410668077E1,5.503492057E-2,3.493520916E-1,9.723235130E0,9.729664800E0
5.410904140E1,5.742774159E-2,3.326023519E-1,9.730413437E0,9.736265605E0
5.411140202E1,6.221338734E-2,3.397808075E-1,9.720842361E0,9.726977831E0
