Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),来源批次,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.118999545,0.06939185411,0.3589234054,9.759127617,9.765972204,data1,,,,
0.121360222,0.07178468257,0.342173636,9.74477005,9.751039902,data1,,,,
0.123720847,0.08853443712,0.3302095234,9.728020668,9.734026032,data1,,,,
0.126081524,0.07417750359,0.327816695,9.72323513,9.729042475,data1,,,,
0.128442149,0.07896314561,0.3565305769,9.706484795,9.713351445,data1,,,,
0.130802826,0.08374879509,0.3493520916,9.706484795,9.713130691,data1,,,,
0.133163451,0.07896314561,0.3589234054,9.71605587,9.723003798,data1,,,,
0.135524129,0.05264209956,0.3349951804,9.713663101,9.719580434,data1,,,,
0.137884806,0.07178468257,0.3613162339,9.749555588,9.756512523,data1,,,,
0.140245431,0.06699903309,0.3541377485,9.754341125,9.760997552,data1,,,,
0.142606108,0.06460621208,0.337387979,9.74477005,9.750822937,data1,,,,
0.144966733,0.05503492057,0.3206382394,9.751948357,9.757373339,data1,,,,
0.14732741,0.05982056633,0.342173636,9.749555588,9.755741666,data1,,,,
0.149688035,0.06939185411,0.35174492,9.756733894,9.763318903,data1,,,,
0.152048712,0.06699903309,0.3326023519,9.74477005,9.75067467,data1,,,,
0.154409337,0.05264209956,0.337387979,9.732806206,9.738794508,data1,,,,
0.156770014,0.07417750359,0.3469592929,9.739984512,9.746444549,data1,,,,
0.159130691,0.06699903309,0.3541377485,9.742377281,9.749041876,data1,,,,
0.161491316,0.05742774159,0.3349951804,9.732806206,9.738738951,data1,,,,
0.163851993,0.07417750359,0.3326023519,9.730413437,9.736378807,data1,,,,
0.166212618,0.06221338734,0.3397808075,9.749555588,9.755672999,data1,,,,
0.168573295,0.08374879509,0.337387979,9.74477005,9.750968559,data1,,,,
0.17093392,0.05024927482,0.3230310678,9.754341125,9.75981787,data1,,,,
0.173294597,0.06460621208,0.3349951804,9.739984512,9.745957831,data1,,,,
0.175655274,0.07896314561,0.337387979,9.737591743,9.743754861,data1,,,,
0.178015899,0.05024927482,0.342173636,9.732806206,9.738948836,data1,,,,
0.180376576,0.06939185411,0.3230310678,9.725627899,9.731238479,data1,,,,
0.182737201,0.08853443712,0.3397808075,9.732806206,9.739137846,data1,,,,
0.185097879,0.08374879509,0.3541377485,9.732806206,9.739606976,data1,,,,
0.187458556,0.06699903309,0.3349951804,9.718449593,9.72445233,data1,,,,
0.189819181,0.09092725813,0.35174492,9.730413437,9.737193533,data1,,,,
0.192179858,0.05982056633,0.3445664644,9.728020668,9.734304837,data1,,,,
0.194540483,0.09810572863,0.3230310678,9.739984512,9.745833577,data1,,,,
0.19690116,0.07896314561,0.3349951804,9.74477005,9.750846131,data1,,,,
0.199261785,0.06460621208,0.3565305769,9.730413437,9.737157371,data1,,,,
0.201622462,0.06939185411,0.3541377485,9.730413437,9.737102979,data1,,,,
0.203983087,0.04307080805,0.3565305769,9.725627899,9.732256017,data1,,,,
0.206343764,0.07896314561,0.3565305769,9.730413437,9.737263213,data1,,,,
0.208704441,0.06221338734,0.3349951804,9.725627899,9.731594438,data1,,,,
0.211065066,0.06221338734,0.3254238665,9.732806206,9.73844381,data1,,,,
0.213425691,0.04785645381,0.3613162339,9.756733894,9.76353911,data1,,,,
0.215786368,0.05024927482,0.3493520916,9.730413437,9.736812493,data1,,,,
0.218147045,0.05503492057,0.3493520916,9.72323513,9.7296648,data1,,,,
0.22050767,0.07896314561,0.3206382394,9.737591743,9.743189263,data1,,,,
0.222868347,0.05742774159,0.3230310678,9.732806206,9.738334748,data1,,,,
0.225229024,0.06460621208,0.3302095234,9.751948357,9.757751229,data1,,,,
0.227589649,0.05264209956,0.3397808075,9.735198975,9.741268976,data1,,,,
0.229950326,0.05503492057,0.3397808075,9.74477005,9.750847305,data1,,,,
0.232310951,0.05982056633,0.3254238665,9.737591743,9.743211593,data1,,,,
0.234671629,0.08135596663,0.3469592929,9.730413437,9.736937157,data1,,,,
0.237032254,0.09092725813,0.35174492,9.749555588,9.756322382,data1,,,,
0.239392931,0.08614161611,0.3230310678,9.732806206,9.738546405,data1,,,,
0.241753608,0.06460621208,0.3302095234,9.735198975,9.741011825,data1,,,,
0.244114233,0.08614161611,0.342173636,9.732806206,9.739200163,data1,,,,
0.24647491,0.04546362907,0.3254238665,9.739984512,9.745525431,data1,,,,
0.248835535,0.05503492057,0.337387979,9.720842361,9.726851274,data1,,,,
0.251196212,0.06699903309,0.327816695,9.742377281,9.748121242,data1,,,,
0.253556837,0.05264209956,0.3541377485,9.735198975,9.74178032,data1,,,,
0.255917514,0.07417750359,0.3613162339,9.742377281,9.749357251,data1,,,,
0.258278139,0.0765703246,0.3637090325,9.720842361,9.727945492,data1,,,,
0.260638816,0.07896314561,0.342173636,9.737591743,9.743921743,data1,,,,
0.262999493,0.07178468257,0.3302095234,9.747162819,9.753018732,data1,,,,
0.265360118,0.07178468257,0.342173636,9.704092026,9.710388143,data1,,,,
0.267720795,0.07178468257,0.3589234054,9.720842361,9.72773125,data1,,,,
0.27008142,0.04785645381,0.337387979,9.735198975,9.74116112,data1,,,,
0.272442097,0.07896314561,0.3326023519,9.747162819,9.753155516,data1,,,,
0.274802774,0.06221338734,0.3541377485,9.730413437,9.737054468,data1,,,,
0.277163399,0.04307080805,0.3684946895,9.72323513,9.730310624,data1,,,,
0.279524076,0.06939185411,0.35174492,9.735198975,9.74179854,data1,,,,
0.281884701,0.08853443712,0.3445664644,9.749555588,9.756044206,data1,,,,
0.284245379,0.05503492057,0.3206382394,9.720842361,9.726284694,data1,,,,
0.286606004,0.08853443712,0.327816695,9.747162819,9.753075676,data1,,,,
0.288966681,0.0765703246,0.327816695,9.725627899,9.73145235,data1,,,,
