"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.912515840E0,8.170315996E-3,1.595884189E-2,2.443459118E-3,1.809445192E-2
1.914876465E0,6.337722298E-3,1.779143699E-2,1.221729559E-3,1.892602909E-2
1.917237142E0,3.894262947E-3,2.145662531E-2,-1.221729559E-3,2.184135245E-2
1.919597767E0,2.061668551E-3,2.206749097E-2,-2.443459118E-3,2.229787271E-2
1.921958444E0,-2.214384731E-3,2.390008420E-2,-3.665188793E-3,2.428067407E-2
1.924319069E0,-5.879573524E-3,2.390008420E-2,-4.276053514E-3,2.498135391E-2
1.926679746E0,-7.712167688E-3,2.634354308E-2,-6.719512399E-3,2.825971761E-2
1.929040371E0,-8.933897130E-3,2.756527252E-2,-1.099556591E-2,3.099292237E-2
1.931401048E0,-8.323032409E-3,2.451094985E-2,-1.099556591E-2,2.812404666E-2
1.933761673E0,-1.137735695E-2,2.390008420E-2,-1.160643063E-2,2.890272492E-2
1.936122351E0,-1.259908639E-2,2.390008420E-2,-1.099556591E-2,2.916939273E-2
1.938482976E0,-1.076649129E-2,2.267835476E-2,-1.221729536E-2,2.791930184E-2
1.940843653E0,-1.259908639E-2,2.145662531E-2,-1.282816008E-2,2.799438227E-2
1.943204278E0,-1.504254527E-2,1.901316643E-2,-9.162971750E-3,2.591792270E-2
1.945564955E0,-1.748600416E-2,2.023489587E-2,-1.038470119E-2,2.868890676E-2
1.947925580E0,-1.748600416E-2,2.267835476E-2,-1.099556591E-2,3.067524386E-2
1.950286205E0,-1.748600416E-2,2.328922041E-2,-1.099556591E-2,3.112957755E-2
1.952646882E0,-1.992946304E-2,2.328922041E-2,-9.162971750E-3,3.199267628E-2
1.955007507E0,-1.931859925E-2,2.390008420E-2,-6.719512399E-3,3.145749750E-2
1.957368184E0,-2.176205814E-2,2.390008420E-2,-6.108647678E-3,3.289554340E-2
1.959728809E0,-2.237292193E-2,2.328922041E-2,-4.276053514E-3,3.257637267E-2
1.962089486E0,-2.176205814E-2,2.206749097E-2,-3.054323839E-3,3.114306064E-2
1.964450111E0,-2.054032870E-2,1.962403022E-2,-6.108647794E-4,2.841444739E-2
1.966810788E0,-1.809686981E-2,1.840230078E-2,1.832594397E-3,2.587469368E-2
1.969171413E0,-1.748600416E-2,1.718057133E-2,4.276053514E-3,2.488407134E-2
1.971532090E0,-1.626427472E-2,1.534797717E-2,6.108647678E-3,2.318194581E-2
1.973892715E0,-1.382081583E-2,1.412624773E-2,7.941242307E-3,2.129857165E-2
1.976253392E0,-9.544761851E-3,1.290451828E-2,1.038470119E-2,1.911729818E-2
1.978614017E0,-8.933897130E-3,1.229365356E-2,1.099556591E-2,1.875768924E-2
1.980974694E0,-7.712167688E-3,1.168278884E-2,1.282816008E-2,1.898754267E-2
1.983335319E0,-6.490438245E-3,1.168278884E-2,1.404988952E-2,1.939104792E-2
1.985695996E0,-4.046979360E-3,1.168278884E-2,1.466075517E-2,1.917819958E-2
1.988056621E0,-3.436114406E-3,1.046105940E-2,1.588248461E-2,1.932599192E-2
1.990417298E0,-1.603520010E-3,8.017600514E-3,1.527161989E-2,1.732268942E-2
1.992777871E0,-1.603520010E-3,4.963276442E-3,1.343902480E-2,1.441571285E-2
1.995138601E0,1.450803829E-3,3.130682046E-3,1.466075517E-2,1.506133274E-2
1.997499226E0,1.450803829E-3,6.872228696E-4,1.404988952E-2,1.414130484E-2
1.999859903E0,2.061668551E-3,-1.756236190E-3,1.466075517E-2,1.490880897E-2
2.002220528E0,5.115992390E-3,-2.367100911E-3,1.160643063E-2,1.290293676E-2
2.004581205E0,5.726857111E-3,-5.421424750E-3,8.552107029E-3,1.163302511E-2
2.006941830E0,6.948587019E-3,-7.864884101E-3,7.330377586E-3,1.280131630E-2
2.009302507E0,5.115992390E-3,-7.254019380E-3,4.886918236E-3,1.013292382E-2
2.011663132E0,3.283398226E-3,-7.864884101E-3,1.221729559E-3,8.609862307E-3
2.014023809E0,3.894262947E-3,-9.086613543E-3,-1.221729559E-3,9.961147158E-3
2.016384382E0,8.399390499E-4,-7.864884101E-3,-2.443459118E-3,8.278429319E-3
2.018745059E0,-9.926552884E-4,-7.254019380E-3,-4.276053514E-3,8.478843986E-3
2.021105736E0,-2.825249685E-3,-6.032289471E-3,-6.108647678E-3,9.038037868E-3
2.023466361E0,-2.825249685E-3,-4.810560029E-3,-6.719512399E-3,8.733577186E-3
2.025827038E0,-6.490438245E-3,-6.032289471E-3,-4.886918236E-3,1.011910444E-2
2.028187715E0,-4.657844082E-3,-4.810560029E-3,-5.497782957E-3,8.663868462E-3
2.030548288E0,-7.101302966E-3,-4.199695308E-3,-5.497782957E-3,9.914210102E-3
2.032909017E0,-5.879573524E-3,-2.367100911E-3,-2.443459118E-3,6.792867142E-3
2.035269642E0,-5.268708803E-3,-5.345066893E-4,-1.221729559E-3,5.434851697E-3
2.037630267E0,-2.825249685E-3,-2.367100911E-3,1.832594397E-3,4.116261013E-3
2.039990944E0,-3.817904799E-4,-2.367100911E-3,5.497782957E-3,5.997878636E-3
2.042351569E0,-9.926552884E-4,-1.756236190E-3,7.941242307E-3,8.193476641E-3
2.044712246E0,1.450803829E-3,-2.367100911E-3,1.038470119E-2,1.074941940E-2
2.047072871E0,5.726857111E-3,-3.588830587E-3,1.404988952E-2,1.559089455E-2
2.049433548E0,6.948587019E-3,-2.367100911E-3,1.771507785E-2,1.917576625E-2
2.051794173E0,9.392046370E-3,-4.199695308E-3,1.954767294E-2,2.208980519E-2
2.054154851E0,1.122464053E-2,-4.199695308E-3,2.199113183E-2,2.504475743E-2
2.056515476E0,1.183550525E-2,-4.810560029E-3,2.443459071E-2,2.757299214E-2
2.058876101E0,1.550069358E-2,-3.588830587E-3,2.809977904E-2,3.229162103E-2
2.061236778E0,1.672242396E-2,-4.199695308E-3,2.932151034E-2,3.401511241E-2
2.063597455E0,1.733328775E-2,-3.588830587E-3,2.993237413E-2,3.477455378E-2
2.065958080E0,2.099847607E-2,-3.588830587E-3,3.237583488E-2,3.875577875E-2
2.068318757E0,2.283107117E-2,-3.588830587E-3,3.176496923E-2,3.928295796E-2
2.070679382E0,2.588539571E-2,-2.367100911E-3,3.359756246E-2,4.247885452E-2
2.073040007E0,2.649625950E-2,-1.145371469E-3,3.237583488E-2,4.185162276E-2
2.075400684E0,2.832885459E-2,7.635809743E-5,3.054323979E-2,4.165836446E-2
2.077761361E0,2.832885459E-2,1.908952487E-3,2.748891525E-2,3.951972373E-2
2.080121986E0,2.893971838E-2,3.741546767E-3,2.748891525E-2,4.008923713E-2
2.082482663E0,2.710712515E-2,3.130682046E-3,2.504545636E-2,3.703879437E-2
2.084843288E0,2.649625950E-2,4.352411721E-3,2.382372692E-2,3.589659064E-2
2.087203965E0,2.283107117E-2,2.519817324E-3,2.015853859E-2,3.056098769E-2
2.089564590E0,2.099847607E-2,1.298087649E-3,1.649334840E-2,2.673296786E-2
2.091925267E0,2.038761228E-2,6.872228696E-4,1.466075517E-2,2.512100221E-2
2.094285892E0,2.222020552E-2,2.519817324E-3,1.221729536E-2,2.548233346E-2
2.096646569E0,2.222020552E-2,1.908952487E-3,8.552107029E-3,2.388556400E-2
2.099007194E0,2.222020552E-2,6.872228696E-4,4.276053514E-3,2.263834009E-2
2.101367871E0,2.466366626E-2,7.635809743E-5,3.054323839E-3,2.485218619E-2
2.103728444E0,2.588539571E-2,-5.345066893E-4,1.832594397E-3,2.595568937E-2
2.106089173E0,2.771798894E-2,-4.199695308E-3,-0.000000000E0,2.803434236E-2
2.108449798E0,3.138317913E-2,-6.643154658E-3,-2.443459118E-3,3.217150802E-2
2.110810476E0,3.565923125E-2,-8.475748822E-3,-4.276053514E-3,3.690126996E-2
2.113171101E0,3.749182448E-2,-9.086613543E-3,-3.054323839E-3,3.869796303E-2
2.115531778E0,3.993528336E-2,-1.030834299E-2,-3.665188793E-3,4.140679173E-2
2.117892403E0,3.932442144E-2,-1.091920771E-2,-4.276053514E-3,4.103564124E-2
2.120253080E0,4.237874225E-2,-1.275180187E-2,-4.276053514E-3,4.446179123E-2
2.122613705E0,4.237874225E-2,-1.336266659E-2,-5.497782957E-3,4.477437069E-2
2.124974382E0,3.688096255E-2,-1.397353224E-2,-7.330377586E-3,4.011482815E-2
2.127335007E0,3.627009690E-2,-1.519526169E-2,-7.330377586E-3,4.000187923E-2
2.129695684E0,3.260490671E-2,-1.275180187E-2,-9.162971750E-3,3.618906525E-2
2.132056309E0,2.893971838E-2,-1.275180187E-2,-8.552107029E-3,3.276055991E-2
2.134416986E0,2.344193682E-2,-1.153007243E-2,-1.160643063E-2,2.858629399E-2
2.136777611E0,2.160934173E-2,-9.086613543E-3,-1.160643063E-2,2.615797063E-2
2.139138288E0,1.916588284E-2,-9.086613543E-3,-1.282816008E-2,2.478828961E-2
2.141498913E0,1.488982886E-2,-7.254019380E-3,-1.404988952E-2,2.171928167E-2
2.143859538E0,1.672242396E-2,-5.421424750E-3,-1.588248461E-2,2.369144628E-2
2.146220215E0,1.305723470E-2,-8.475748822E-3,-1.893680729E-2,2.451392189E-2
2.148580840E0,1.244636998E-2,-1.153007243E-2,-1.954767294E-2,2.588370555E-2
2.150941517E0,1.366809942E-2,-1.153007243E-2,-2.076940238E-2,2.740670698E-2
2.153302142E0,1.305723470E-2,-1.458439697E-2,-2.199113183E-2,2.944156741E-2
2.155662819E0,1.244636998E-2,-1.641699113E-2,-2.260199748E-2,3.058234807E-2
2.158023444E0,1.366809942E-2,-1.702785492E-2,-2.199113183E-2,3.098991229E-2
2.160384121E0,1.672242396E-2,-1.886045001E-2,-2.382372692E-2,3.468322364E-2
2.162744746E0,1.672242396E-2,-2.191477455E-2,-2.321286127E-2,3.603794854E-2
2.165105423E0,1.855501719E-2,-2.435823344E-2,-2.260199748E-2,3.805867167E-2
2.167466048E0,1.916588284E-2,-2.680169232E-2,-2.565632015E-2,4.176013099E-2
2.169826726E0,2.222020552E-2,-2.680169232E-2,-2.443459071E-2,4.253372154E-2
2.172187351E0,2.222020552E-2,-2.863428742E-2,-2.443459071E-2,4.371165945E-2
2.174548028E0,2.405280061E-2,-2.985601686E-2,-2.565632015E-2,4.613204660E-2
2.176908601E0,2.893971838E-2,-2.863428742E-2,-2.748891525E-2,4.912301067E-2
2.179269278E0,3.138317913E-2,-2.680169232E-2,-2.932151034E-2,5.062593814E-2
2.181629955E0,3.260490671E-2,-2.496909723E-2,-3.054323979E-2,5.118032097E-2
2.183990632E0,3.810269013E-2,-2.313650399E-2,-3.176496923E-2,5.473688046E-2
2.186351257E0,3.871355578E-2,-1.824958436E-2,-3.298669681E-2,5.403618137E-2
2.188711934E0,4.421133921E-2,-1.519526169E-2,-3.298669681E-2,5.721591263E-2
2.191072559E0,4.421133921E-2,-1.091920771E-2,-3.420842811E-2,5.695689743E-2
2.193433236E0,4.787652567E-2,-9.086613543E-3,-3.420842811E-2,5.953943911E-2
2.195793861E0,4.970912263E-2,-6.643154658E-3,-3.359756246E-2,6.036492839E-2
2.198154538E0,5.276344717E-2,-4.199695308E-3,-3.298669681E-2,6.236778787E-2
2.200515163E0,5.581776798E-2,-4.199695308E-3,-2.993237413E-2,6.347604024E-2
2.202875840E0,5.703949928E-2,-2.367100911E-3,-2.809977904E-2,6.362943680E-2
2.205236465E0,5.826122686E-2,-4.199695308E-3,-2.809977904E-2,6.481979311E-2
2.207597142E0,6.192641705E-2,-5.421424750E-3,-2.321286127E-2,6.635593345E-2
2.209957767E0,6.620246917E-2,-9.697478265E-3,-1.954767294E-2,6.970595044E-2
2.212318444E0,6.742420048E-2,-1.336266659E-2,-1.527161989E-2,7.041168967E-2
2.214679069E0,7.231111825E-2,-1.580612548E-2,-1.221729536E-2,7.501995555E-2
2.217039746E0,7.597630471E-2,-1.763872057E-2,-7.330377586E-3,7.834065213E-2
2.219400371E0,8.025235683E-2,-1.702785492E-2,-5.497782957E-3,8.222295444E-2
2.221761048E0,8.391755074E-2,-1.458439697E-2,-2.443459118E-3,8.521050669E-2
2.224121673E0,9.002619982E-2,-1.397353224E-2,-0.000000000E0,9.110420548E-2
2.226482351E0,9.124792367E-2,-1.580612548E-2,3.665188793E-3,9.267928995E-2
2.228842976E0,9.246965498E-2,-1.824958436E-2,6.719512399E-3,9.449251964E-2
2.231203653E0,9.063705802E-2,-2.130390890E-2,1.282816008E-2,9.398667199E-2
2.233564278E0,8.758273721E-2,-2.130390890E-2,1.649334840E-2,9.163308863E-2
2.235924955E0,8.697187155E-2,-2.130390890E-2,2.015853859E-2,9.178414708E-2
2.238285580E0,8.452841640E-2,-2.008217946E-2,2.443459071E-2,9.025184947E-2
2.240646257E0,8.330668509E-2,-1.824958436E-2,2.809977904E-2,8.979225296E-2
2.243006882E0,8.269581944E-2,-1.153007243E-2,2.932151034E-2,8.849458792E-2
2.245367559E0,7.780890167E-2,-8.475748822E-3,2.993237413E-2,8.379743742E-2
2.247728184E0,7.903063297E-2,-4.199695308E-3,3.115410358E-2,8.505325719E-2
2.250088861E0,7.536543906E-2,-5.345066893E-4,3.115410358E-2,8.155251849E-2
2.252449486E0,7.170025259E-2,1.298087649E-3,3.054323979E-2,7.794549859E-2
2.254810163E0,7.108938694E-2,1.298087649E-3,3.115410358E-2,7.762708378E-2
2.257170788E0,6.986765563E-2,-1.145371469E-3,3.054323979E-2,7.626067582E-2
2.259531465E0,6.986765563E-2,-1.145371469E-3,2.993237413E-2,7.601807812E-2
2.261892090E0,6.742420048E-2,-1.145371469E-3,2.871064469E-2,7.329144428E-2
2.264252767E0,6.864593178E-2,-1.145371469E-3,2.382372692E-2,7.267149228E-2
2.266613392E0,6.742420048E-2,6.872228696E-4,2.138026804E-2,7.073620676E-2
2.268974069E0,6.620246917E-2,1.298087649E-3,1.771507785E-2,6.854397084E-2
2.271334694E0,6.742420048E-2,1.298087649E-3,1.527161989E-2,6.914427102E-2
2.273695371E0,6.864593178E-2,6.872228696E-4,1.160643063E-2,6.962359842E-2
2.276055996E0,7.047852129E-2,1.908952487E-3,8.552107029E-3,7.102115598E-2
2.278416673E0,7.292198390E-2,2.519817324E-3,5.497782957E-3,7.317233652E-2
2.280777298E0,7.658717036E-2,2.519817324E-3,1.832594397E-3,7.665052215E-2
2.283137976E0,8.147408813E-2,5.574141163E-3,-0.000000000E0,8.166454608E-2
2.285498601E0,8.575014025E-2,6.185005885E-3,-3.054323839E-3,8.602714539E-2
2.287859226E0,9.308052063E-2,6.795870606E-3,-6.108647678E-3,9.352797846E-2
2.290219851E0,1.010217592E-1,4.352411721E-3,-8.552107029E-3,1.014764892E-1
2.292580528E0,1.101847365E-1,3.741546767E-3,-8.552107029E-3,1.105794460E-1
2.294941205E0,1.187368408E-1,-5.345066893E-4,-1.160643063E-2,1.193039492E-1
2.297301830E0,1.285106838E-1,-2.977965865E-3,-1.099556591E-2,1.290145984E-1
2.299662507E0,1.358410567E-1,-6.032289471E-3,-1.160643063E-2,1.364693754E-1
2.302023184E0,1.431714296E-1,-8.475748822E-3,-1.404988952E-2,1.441086256E-1
2.304383809E0,1.498909444E-1,-1.091920771E-2,-1.466075517E-2,1.510015299E-1
2.306744434E0,1.590539217E-1,-1.275180187E-2,-1.466075517E-2,1.602363760E-1
2.309105111E0,1.627191007E-1,-1.397353224E-2,-1.588248461E-2,1.640884477E-1
2.311465788E0,1.682168841E-1,-1.580612548E-2,-1.649334840E-2,1.697609621E-1
2.313826413E0,1.712712198E-1,-1.580612548E-2,-1.649334840E-2,1.727880056E-1
2.316186986E0,1.737146676E-1,-1.641699113E-2,-1.832594350E-2,1.754484070E-1
2.318547715E0,1.749363989E-1,-1.641699113E-2,-1.893680729E-2,1.767225620E-1
2.320908340E0,1.767689884E-1,-1.763872057E-2,-1.771507785E-2,1.785279353E-1
2.323269017E0,1.749363989E-1,-1.763872057E-2,-1.893680729E-2,1.768402408E-1
2.325629642E0,1.773798615E-1,-1.641699113E-2,-1.649334840E-2,1.788998697E-1
2.327990319E0,1.755472720E-1,-1.702785492E-2,-1.832594350E-2,1.773207059E-1
2.330350944E0,1.749363989E-1,-1.886045001E-2,-1.893680729E-2,1.769662761E-1
2.332711621E0,1.712712198E-1,-1.947131567E-2,-1.832594350E-2,1.733459059E-1
2.335072246E0,1.688277572E-1,-2.008217946E-2,-1.771507785E-2,1.709383793E-1
2.337432923E0,1.639408320E-1,-2.191477455E-2,-1.832594350E-2,1.664112194E-1
2.339793548E0,1.608865112E-1,-2.374736778E-2,-1.710421406E-2,1.635266373E-1
2.342154226E0,1.578321904E-1,-2.130390890E-2,-1.710421406E-2,1.601793089E-1
2.344514851E0,1.498909444E-1,-2.191477455E-2,-1.832594350E-2,1.525889667E-1
2.346875528E0,1.468366235E-1,-2.008217946E-2,-1.954767294E-2,1.494871214E-1
2.349236153E0,1.431714296E-1,-1.641699113E-2,-2.076940238E-2,1.455985712E-1
2.351596830E0,1.388953775E-1,-1.519526169E-2,-2.260199748E-2,1.415403552E-1
2.353957455E0,1.340084672E-1,-1.397353224E-2,-2.382372692E-2,1.368250666E-1
2.356318132E0,1.309541315E-1,-1.336266659E-2,-2.443459071E-2,1.338827645E-1
2.358678757E0,1.285106838E-1,-1.214093715E-2,-2.565632015E-2,1.316079214E-1
2.361039434E0,1.272889525E-1,-1.214093715E-2,-2.748891525E-2,1.307880738E-1
2.363400059E0,1.272889525E-1,-1.153007243E-2,-2.809977904E-2,1.308625904E-1
2.365760736E0,1.254563481E-1,-1.153007243E-2,-2.748891525E-2,1.289491307E-1
2.368121361E0,1.260672212E-1,-1.091920771E-2,-2.565632015E-2,1.291139811E-1
2.370482038E0,1.266780794E-1,-1.153007243E-2,-2.565632015E-2,1.297633428E-1
2.372842663E0,1.278998107E-1,-1.336266659E-2,-2.504545636E-2,1.310122029E-1
2.375203340E0,1.303432733E-1,-1.458439697E-2,-2.321286127E-2,1.331950091E-1
2.377563913E0,1.327867359E-1,-1.886045001E-2,-2.138026804E-2,1.358129216E-1
2.379924642E0,1.346193254E-1,-2.008217946E-2,-2.076940238E-2,1.376845118E-1
2.382285267E0,1.358410567E-1,-2.191477455E-2,-1.954767294E-2,1.389789968E-1
2.384645944E0,1.382845193E-1,-2.435823344E-2,-1.893680729E-2,1.416846304E-1
2.387006569E0,1.413388401E-1,-2.557996288E-2,-1.771507785E-2,1.447232746E-1
2.389367246E0,1.468366235E-1,-2.741255611E-2,-1.466075517E-2,1.500912389E-1
2.391727871E0,1.505018175E-1,-2.680169232E-2,-1.221729536E-2,1.533570673E-1
2.394088548E0,1.505018175E-1,-2.557996288E-2,-8.552107029E-3,1.528995425E-1
2.396449173E0,1.547778696E-1,-2.252563834E-2,-7.330377586E-3,1.565801000E-1
2.398809851E0,1.559995860E-1,-1.824958436E-2,-4.886918236E-3,1.571394289E-1
2.401170476E0,1.559995860E-1,-1.519526169E-2,-1.221729559E-3,1.567426535E-1
2.403531153E0,1.559995860E-1,-1.336266659E-2,-0.000000000E0,1.565708520E-1
2.405891778E0,1.553887278E-1,-1.030834299E-2,1.832594397E-3,1.557410577E-1
2.408252455E0,1.553887278E-1,-8.475748822E-3,6.108647678E-3,1.557395602E-1
2.410613080E0,1.559995860E-1,-9.086613543E-3,8.552107029E-3,1.564978463E-1
2.412973757E0,1.529452652E-1,-7.254019380E-3,9.773836471E-3,1.534288200E-1
2.415334382E0,1.529452652E-1,-7.254019380E-3,1.038470119E-2,1.534689446E-1
2.417695059E0,1.547778696E-1,-7.864884101E-3,1.160643063E-2,1.554115650E-1
2.420055684E0,1.535561383E-1,-6.032289471E-3,1.221729536E-2,1.541594578E-1
2.422416361E0,1.517235339E-1,-7.864884101E-3,1.221729536E-2,1.524176809E-1
2.424776986E0,1.529452652E-1,-6.032289471E-3,1.221729536E-2,1.535509849E-1
2.427137663E0,1.529452652E-1,-7.254019380E-3,1.221729536E-2,1.536038321E-1
2.429498288E0,1.541669965E-1,-9.086613543E-3,1.404988952E-2,1.550723339E-1
2.431858965E0,1.559995860E-1,-9.697478265E-3,1.282816008E-2,1.568262529E-1
2.434219590E0,1.572213173E-1,-1.091920771E-2,1.343902480E-2,1.581719921E-1
2.436580267E0,1.602756530E-1,-1.153007243E-2,1.343902480E-2,1.612508447E-1
2.438940892E0,1.608865112E-1,-1.336266659E-2,1.588248461E-2,1.622198621E-1
2.441301569E0,1.627191007E-1,-1.336266659E-2,1.527161989E-2,1.639795383E-1
2.443662194E0,1.663842946E-1,-1.275180187E-2,1.466075517E-2,1.675150133E-1
2.446022871E0,1.688277572E-1,-1.153007243E-2,1.404988952E-2,1.698032791E-1
2.448383496E0,1.694386154E-1,-1.030834299E-2,1.282816008E-2,1.702359187E-1
2.450744173E0,1.706603467E-1,-9.697478265E-3,1.221729536E-2,1.713716935E-1
2.453104798E0,1.706603467E-1,-9.697478265E-3,9.773836471E-3,1.712148443E-1
2.455465476E0,1.724929363E-1,-8.475748822E-3,9.773836471E-3,1.729773952E-1
2.457826101E0,1.731038094E-1,-8.475748822E-3,7.330377586E-3,1.734661395E-1
2.460186778E0,1.724929363E-1,-9.086613543E-3,6.719512399E-3,1.728627532E-1
2.462547403E0,1.749363989E-1,-7.254019380E-3,6.108647678E-3,1.751932648E-1
2.464908080E0,1.737146676E-1,-7.864884101E-3,6.719512399E-3,1.740223950E-1
2.467268705E0,1.755472720E-1,-7.864884101E-3,3.054323839E-3,1.757499075E-1
2.469629382E0,1.767689884E-1,-7.254019380E-3,1.221729559E-3,1.769219847E-1
2.471989955E0,1.755472720E-1,-1.030834299E-2,1.221729559E-3,1.758539145E-1
2.474350632E0,1.761581302E-1,-1.091920771E-2,1.221729559E-3,1.765004491E-1
2.476711309E0,1.743255407E-1,-1.214093715E-2,-1.832594397E-3,1.747574173E-1
2.479071986E0,1.712712198E-1,-1.397353224E-2,-3.054323839E-3,1.718674467E-1
2.481432611E0,1.688277572E-1,-1.580612548E-2,-5.497782957E-3,1.696551527E-1
2.483793288E0,1.669951528E-1,-1.886045001E-2,-6.108647678E-3,1.681678127E-1
2.486153913E0,1.639408320E-1,-2.069304511E-2,-6.719512399E-3,1.653782040E-1
2.488514590E0,1.578321904E-1,-2.191477455E-2,-9.162971750E-3,1.596095790E-1
2.490875215E0,1.511126757E-1,-2.008217946E-2,-9.773836471E-3,1.527542555E-1
2.493235892E0,1.456148922E-1,-2.008217946E-2,-1.099556591E-2,1.474038441E-1
2.495596517E0,1.395062506E-1,-1.824958436E-2,-1.099556591E-2,1.411238596E-1
2.497957194E0,1.315650046E-1,-1.824958436E-2,-1.160643063E-2,1.333308179E-1
2.500317819E0,1.236237586E-1,-1.763872057E-2,-1.282816008E-2,1.255329432E-1
2.502678496E0,1.181259751E-1,-1.702785492E-2,-1.343902480E-2,1.201012124E-1
2.505039121E0,1.095738709E-1,-1.580612548E-2,-1.282816008E-2,1.114487706E-1
2.507399798E0,1.028543562E-1,-1.336266659E-2,-1.099556591E-2,1.042999612E-1
2.509760423E0,9.796743840E-2,-1.153007243E-2,-1.038470119E-2,9.918872706E-2
2.512121101E0,9.308052063E-2,-8.475748822E-3,-7.941242307E-3,9.380237187E-2
2.514481726E0,8.758273721E-2,-5.421424750E-3,-6.108647678E-3,8.796273802E-2
2.516842403E0,8.391755074E-2,-4.810560029E-3,-4.276053514E-3,8.416401514E-2
2.519203028E0,7.903063297E-2,-1.756236190E-3,-1.221729559E-3,7.905958472E-2
2.521563705E0,7.475458086E-2,7.635809743E-5,-0.000000000E0,7.475461985E-2
2.523924330E0,7.170025259E-2,1.908952487E-3,3.054323839E-3,7.179066245E-2
2.526285007E0,6.986765563E-2,6.872228696E-4,5.497782957E-3,7.008699734E-2
2.528645632E0,6.681333482E-2,7.635809743E-5,6.108647678E-3,6.709204958E-2
2.531006309E0,6.314814836E-2,6.872228696E-4,7.330377586E-3,6.357590229E-2
2.533366934E0,6.131555140E-2,1.908952487E-3,9.162971750E-3,6.202580910E-2
2.535727611E0,6.009382382E-2,6.872228696E-4,1.099556591E-2,6.109535503E-2
2.538088236E0,6.192641705E-2,6.872228696E-4,1.038470119E-2,6.279486781E-2
2.540448913E0,6.375901401E-2,6.872228696E-4,1.038470119E-2,6.460283401E-2
2.542809538E0,6.620246917E-2,-2.367100911E-3,1.160643063E-2,6.725384244E-2
2.545170215E0,6.864593178E-2,-4.810560029E-3,1.160643063E-2,6.978620687E-2
2.547530788E0,7.353284955E-2,-9.086613543E-3,1.099556591E-2,7.490359790E-2
2.549891517E0,7.719803602E-2,-1.030834299E-2,9.773836471E-3,7.849411812E-2
2.552252142E0,8.147408813E-2,-1.091920771E-2,1.038470119E-2,8.285588786E-2
2.554612819E0,8.758273721E-2,-1.214093715E-2,9.773836471E-3,8.895878872E-2
2.556973444E0,8.941533417E-2,-1.458439697E-2,9.162971750E-3,9.105913831E-2
2.559334121E0,9.491311759E-2,-1.458439697E-2,1.099556591E-2,9.665457565E-2
2.561694746E0,9.796743840E-2,-1.580612548E-2,9.162971750E-3,9.965647315E-2
2.564055423E0,1.022434905E-1,-1.763872057E-2,7.330377586E-3,1.040124524E-1
2.566416048E0,1.040760875E-1,-1.947131567E-2,6.719512399E-3,1.060948442E-1
2.568776673E0,1.052978188E-1,-1.947131567E-2,4.886918236E-3,1.071944250E-1
2.571137351E0,1.077412739E-1,-1.763872057E-2,2.443459118E-3,1.092029169E-1
2.573498028E0,1.077412739E-1,-1.702785492E-2,1.832594397E-3,1.090939428E-1
2.575858653E0,1.083521396E-1,-1.580612548E-2,6.108647794E-4,1.095006526E-1
2.578219330E0,1.089630052E-1,-1.458439697E-2,-6.108647794E-4,1.099364103E-1
2.580579955E0,1.114064679E-1,-1.153007243E-2,-6.108647794E-4,1.120032000E-1
2.582940632E0,1.126281917E-1,-9.086613543E-3,6.108647794E-4,1.129957931E-1
2.585301257E0,1.156825200E-1,-7.254019380E-3,6.108647794E-4,1.159113428E-1
2.587661934E0,1.175151095E-1,-3.588830587E-3,2.443459118E-3,1.175952854E-1
2.590022559E0,1.205694377E-1,-1.145371469E-3,2.443459118E-3,1.205996339E-1
2.592383236E0,1.236237586E-1,6.872228696E-4,4.886918236E-3,1.237222208E-1
2.594743861E0,1.224020272E-1,3.741546767E-3,3.665188793E-3,1.225140362E-1
2.597104538E0,1.272889525E-1,6.185005885E-3,5.497782957E-3,1.275576628E-1
2.599465163E0,1.291215420E-1,7.406735327E-3,6.108647678E-3,1.294779823E-1
2.601825840E0,1.309541315E-1,8.628465235E-3,6.108647678E-3,1.313801756E-1
2.604186465E0,1.315650046E-1,9.850194678E-3,6.108647678E-3,1.320745711E-1
2.606547142E0,1.340084672E-1,9.239329956E-3,3.054323839E-3,1.343613166E-1
2.608907767E0,1.321758628E-1,8.017600514E-3,2.443459118E-3,1.324413497E-1
2.611268444E0,1.321758628E-1,8.017600514E-3,1.832594397E-3,1.324314880E-1
2.613629069E0,1.309541315E-1,7.406735327E-3,-6.108647794E-4,1.311648483E-1
2.615989694E0,1.291215420E-1,4.963276442E-3,-4.886918236E-3,1.293092753E-1
2.618350371E0,1.278998107E-1,3.130682046E-3,-4.886918236E-3,1.280314208E-1
2.620711048E0,1.266780794E-1,1.908952487E-3,-6.719512399E-3,1.268705314E-1
2.623071673E0,1.254563481E-1,-1.756236190E-3,-7.941242307E-3,1.257197000E-1
2.625432351E0,1.224020272E-1,-5.421424750E-3,-9.773836471E-3,1.229112525E-1
2.627792976E0,1.211803034E-1,-6.032289471E-3,-1.099556591E-2,1.218275704E-1
2.630153653E0,1.193477064E-1,-9.086613543E-3,-1.221729536E-2,1.203150194E-1
2.632514278E0,1.144607887E-1,-1.091920771E-2,-1.404988952E-2,1.158356622E-1
2.634874955E0,1.126281917E-1,-1.153007243E-2,-1.527161989E-2,1.142421748E-1
