"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
8.640381465E0,3.673588037E-1,-1.222943687E1,-3.097084463E-1,1.223887242E1
8.642742090E0,3.942368627E-1,-1.236810303E1,-3.634645343E-1,1.237972139E1
8.645102767E0,4.125627875E-1,-1.249638462E1,-4.166097939E-1,1.251013191E1
8.647463444E0,4.302778840E-1,-1.262100124E1,-4.667007029E-1,1.263695458E1
8.649824069E0,4.418843091E-1,-1.274561691E1,-5.119046569E-1,1.276354412E1
8.652184798E0,4.565450549E-1,-1.287267685E1,-5.516108871E-1,1.289257605E1
8.654545476E0,4.693732262E-1,-1.300095844E1,-5.876519084E-1,1.302269428E1
8.656906101E0,4.754818678E-1,-1.313473797E1,-6.175842881E-1,1.315784309E1
8.659266778E0,4.809796512E-1,-1.326546288E1,-6.420188546E-1,1.328969657E1
8.661627455E0,4.864774346E-1,-1.337969494E1,-6.615665555E-1,1.340487103E1
8.663988132E0,4.907535017E-1,-1.344872284E1,-6.805033684E-1,1.347486808E1
8.666348809E0,4.950295389E-1,-1.346338367E1,-7.012727857E-1,1.349072043E1
8.668709486E0,4.944186807E-1,-1.342123413E1,-7.159335017E-1,1.344940654E1
8.671070163E0,4.956403971E-1,-1.331982994E1,-7.263182402E-1,1.334882269E1
8.673430840E0,4.986947477E-1,-1.315306377E1,-7.275399566E-1,1.318260587E1
8.675791517E0,4.986947477E-1,-1.292337894E1,-7.208204269E-1,1.295306921E1
8.678152142E0,4.956403971E-1,-1.262466621E1,-7.049379349E-1,1.265404259E1
8.680512819E0,4.822013974E-1,-1.225875759E1,-6.823359728E-1,1.228719814E1
8.682873496E0,4.583776593E-1,-1.182076836E1,-6.579013467E-1,1.184793268E1
8.685234121E0,4.241692424E-1,-1.131741524E1,-6.298015714E-1,1.134285931E1
8.687594851E0,3.759109080E-1,-1.075419807E1,-5.968148708E-1,1.077730362E1
8.689955528E0,3.148244321E-1,-1.014027882E1,-5.577195287E-1,1.016048325E1
8.692316205E0,2.409097999E-1,-9.485431671E0,-5.137372613E-1,9.502387989E0
8.694676882E0,1.578321904E-1,-8.795765877E0,-4.599811733E-1,8.809199228E0
8.697037507E0,6.375901401E-2,-8.085330009E0,-3.897317350E-1,8.094968647E0
8.699398184E0,-3.642281145E-2,-7.365120411E0,-3.066541255E-1,7.371591554E0
8.701758861E0,-1.414915472E-1,-6.638191223E0,-2.052505612E-1,6.642870642E0
8.704119538E0,-2.532798052E-1,-5.911262035E0,-8.613193035E-2,5.917312584E0
8.706480215E0,-3.681223989E-1,-5.191663265E0,4.031707719E-2,5.204854179E0
8.708840892E0,-4.847975671E-1,-4.478784084E0,1.808159798E-1,4.508572942E0
8.711201569E0,-5.959749222E-1,-3.785452604E0,3.280344009E-1,3.846094655E0
8.713562194E0,-7.071523666E-1,-3.115334034E0,4.807505906E-1,3.230555950E0
8.715922871E0,-8.116102219E-1,-2.478812933E0,6.340776682E-1,2.684265113E0
8.718283548E0,-9.087377191E-1,-1.889939308E0,7.812960744E-1,2.237878099E0
8.720644226E0,-9.948696494E-1,-1.359097719E0,9.230166674E-1,1.920643642E0
8.723004903E0,-1.065119147E0,-9.003383517E-1,1.051298261E0,1.746515382E0
8.725365580E0,-1.125594735E0,-5.099957585E-1,1.164308310E0,1.697843639E0
8.727726257E0,-1.171409607E0,-1.862373948E-1,1.252272844E0,1.724839735E0
8.730086934E0,-1.204396248E0,7.215840369E-2,1.318857074E0,1.787501367E0
8.732447559E0,-1.227609158E0,2.737437785E-1,1.365282774E0,1.856328891E0
8.734808236E0,-1.234939456E0,4.221839309E-1,1.393382549E0,1.909143698E0
8.737168913E0,-1.227609158E0,5.168679357E-1,1.403767228E0,1.935132847E0
8.739529590E0,-1.206839681E0,5.632936954E-1,1.396436930E0,1.929714461E0
8.741890267E0,-1.172631264E0,5.687914491E-1,1.375056624E0,1.894562882E0
8.744250944E0,-1.128648996E0,5.303069949E-1,1.337182999E0,1.828423484E0
8.746611621E0,-1.068784237E0,4.508945644E-1,1.288313866E0,1.733596917E0
8.748972298E0,-9.979239702E-1,3.348302543E-1,1.230281711E0,1.619122181E0
8.751332923E0,-9.130137563E-1,1.870009750E-1,1.162475705E0,1.489937331E0
8.753693601E0,-8.201622963E-1,1.901316643E-2,1.087950230E0,1.362594362E0
8.756054278E0,-7.181479335E-1,-1.605810821E-1,1.007315993E0,1.247480761E0
8.758414955E0,-6.057487726E-1,-3.481165767E-1,9.236275554E-1,1.158103876E0
8.760775632E0,-4.866301417E-1,-5.295433998E-1,8.381064534E-1,1.104376537E0
8.763136309E0,-3.638463318E-1,-6.975312233E-1,7.519745231E-1,1.088301265E0
8.765496986E0,-2.392299175E-1,-8.520799875E-1,6.646208763E-1,1.106793643E0
8.767857663E0,-1.158352345E-1,-9.864702821E-1,5.803215504E-1,1.150354085E0
8.770218288E0,5.115992390E-3,-1.100091100E0,4.990765154E-1,1.208016543E0
8.772578965E0,1.205694377E-1,-1.192331672E0,4.233292937E-1,1.270983672E0
8.774939642E0,2.280816436E-1,-1.267468095E0,3.543015718E-1,1.335674441E0
8.777300319E0,3.282634616E-1,-1.323056698E0,2.926042378E-1,1.394221348E0
8.779660996E0,4.198931754E-1,-1.357876062E0,2.394589931E-1,1.441345999E0
8.782021673E0,4.986947477E-1,-1.373147607E0,1.905898154E-1,1.473280448E0
8.784382351E0,5.677224398E-1,-1.370704174E0,1.496618688E-1,1.491153036E0
8.786742976E0,6.196459532E-1,-1.345047832E0,1.130099818E-1,1.485222553E0
8.789103653E0,6.587412953E-1,-1.296178699E0,8.307760954E-2,1.456338286E0
8.791464330E0,6.819541454E-1,-1.226540089E0,5.864302069E-2,1.404599961E0
8.793825007E0,6.935606003E-1,-1.135521293E0,4.214967042E-2,1.331244345E0
8.796185684E0,6.898953915E-1,-1.026176453E0,3.176496923E-2,1.236932810E0
8.798546361E0,6.740128994E-1,-9.015600681E-1,2.687804960E-2,1.125977964E0
8.800907038E0,6.526326537E-1,-7.714458704E-1,2.932151034E-2,1.010899531E0
8.803267715E0,6.172025204E-1,-6.382773519E-1,3.787361458E-2,8.886908010E-1
8.805628392E0,5.744419694E-1,-5.026653409E-1,5.131264031E-2,7.650418343E-1
8.807989017E0,5.231293440E-1,-3.731620312E-1,7.024945319E-2,6.464125600E-1
8.810349694E0,4.705949426E-1,-2.448804229E-1,9.468404204E-2,5.388794757E-1
8.812710371E0,4.150062501E-1,-1.233183295E-1,1.203403622E-1,4.493544267E-1
8.815071048E0,3.575849831E-1,-4.810560029E-3,1.514944583E-1,3.883821990E-1
8.817431726E0,3.001636863E-1,1.081994250E-1,1.850920320E-1,3.688691020E-1
8.819792403E0,2.445749789E-1,2.187659442E-1,2.223547846E-1,3.963800057E-1
8.822153080E0,1.895971596E-1,3.268890083E-1,2.583957911E-1,4.577902265E-1
8.824513757E0,1.388953775E-1,4.301251769E-1,2.981020212E-1,5.414465890E-1
8.826874434E0,8.819360286E-2,5.296961069E-1,3.371973634E-1,6.340805462E-1
8.829235111E0,4.176788032E-2,6.213258505E-1,3.756818473E-1,7.272738265E-1
8.831595736E0,3.283398226E-3,7.031817436E-1,4.135554433E-1,8.157839481E-1
8.833956413E0,-3.459021822E-2,7.752637863E-1,4.477638900E-1,8.959480581E-1
8.836317090E0,-6.513345987E-2,8.345176578E-1,4.752528071E-1,9.625628911E-1
8.838677767E0,-9.384410083E-2,8.803325295E-1,5.002982616E-1,1.016902369E0
8.841038444E0,-1.158352345E-1,9.120974541E-1,5.216785073E-1,1.057113065E0
8.843399121E0,-1.347720474E-1,9.249256253E-1,5.351175666E-1,1.077033763E0
8.845759798E0,-1.482110620E-1,9.200387001E-1,5.448913574E-1,1.079511149E0
8.848120423E0,-1.567631811E-1,8.949932456E-1,5.497782826E-1,1.061999889E0
8.850481101E0,-1.653152853E-1,8.522327542E-1,5.497782826E-1,1.027563123E0
8.852841778E0,-1.689804643E-1,7.935897112E-1,5.424479246E-1,9.760065461E-1
8.855202455E0,-1.702021956E-1,7.294489145E-1,5.332849622E-1,9.194875514E-1
8.857563132E0,-1.683696061E-1,6.561451554E-1,5.167915821E-1,8.520260140E-1
8.859923809E0,-1.647044122E-1,5.822305083E-1,4.941896200E-1,7.812447048E-1
8.862284486E0,-1.555414498E-1,5.058723688E-1,4.703658819E-1,7.080565366E-1
8.864645163E0,-1.439350098E-1,4.301251769E-1,4.410443604E-1,6.326492573E-1
8.867005840E0,-1.298851222E-1,3.568213880E-1,4.080576599E-1,5.574071238E-1
8.869366465E0,-1.127809063E-1,2.926805913E-1,3.744601011E-1,4.884688615E-1
8.871727142E0,-8.956804872E-2,2.358701676E-1,3.420842886E-1,4.250633268E-1
8.874087819E0,-6.513345987E-2,1.876118481E-1,3.078758419E-1,3.663715425E-1
8.876448496E0,-3.825540841E-2,1.509599537E-1,2.761108875E-1,3.170009560E-1
8.878809173E0,-8.323032409E-3,1.240819097E-1,2.455676347E-1,2.752617961E-1
8.881169851E0,2.160934173E-2,1.069776937E-1,2.186895907E-1,2.444101628E-1
8.883530528E0,5.398517475E-2,9.842558950E-2,1.948658675E-1,2.248881991E-1
8.885891205E0,7.780890167E-2,9.842558950E-2,1.740964651E-1,2.145959017E-1
8.888251882E0,1.016326249E-1,1.045342386E-1,1.557705253E-1,2.133566358E-1
8.890612559E0,1.236237586E-1,1.173623949E-1,1.423314959E-1,2.220698542E-1
8.892973184E0,1.431714296E-1,1.362992078E-1,1.307250559E-1,2.369906592E-1
8.895333861E0,1.547778696E-1,1.595120728E-1,1.221729591E-1,2.536267380E-1
8.897694538E0,1.596647799E-1,1.894444376E-1,1.142317131E-1,2.728203093E-1
8.900055215E0,1.639408320E-1,2.199876755E-1,1.093447953E-1,2.953429499E-1
8.902415892E0,1.608865112E-1,2.511417866E-1,1.032361463E-1,3.156174399E-1
8.904776569E0,1.578321904E-1,2.810741663E-1,1.001818255E-1,3.375649351E-1
8.907137246E0,1.480583549E-1,3.073413372E-1,9.407317638E-2,3.538781379E-1
8.909497923E0,1.382845193E-1,3.317759335E-1,9.101885557E-2,3.707860709E-1
8.911858601E0,1.260672212E-1,3.586539924E-1,8.857539296E-2,3.903475769E-1
8.914219278E0,1.114064679E-1,3.849211633E-1,8.735366166E-2,4.101296932E-1
8.916579903E0,9.491311759E-2,4.111883640E-1,8.368847519E-2,4.302187019E-1
8.918940580E0,7.903063297E-2,4.337903559E-1,8.185587823E-2,4.484643783E-1
8.921301257E0,6.375901401E-2,4.539488852E-1,8.124501258E-2,4.655486594E-1
8.923661934E0,4.665479809E-2,4.722748399E-1,7.941242307E-2,4.811720352E-1
8.926022611E0,3.260490671E-2,4.893790483E-1,7.819069177E-2,4.966575452E-1
8.928383288E0,1.672242396E-2,5.034289360E-1,7.819069177E-2,5.097392641E-1
8.930743965E0,3.894262947E-3,5.138136148E-1,7.819069177E-2,5.197435717E-1
8.933104642E0,-8.323032409E-3,5.241983533E-1,7.880155742E-2,5.301536305E-1
8.935465319E0,-1.992946304E-2,5.309178233E-1,8.063415438E-2,5.373758326E-1
8.937825944E0,-2.787070535E-2,5.339722037E-1,8.002328873E-2,5.406540644E-1
8.940186569E0,-3.153589368E-2,5.364156365E-1,8.124501258E-2,5.434491695E-1
8.942547298E0,-3.520108387E-2,5.327504277E-1,7.819069177E-2,5.396071894E-1
8.944907976E0,-4.008800164E-2,5.248091817E-1,7.513637096E-2,5.316739596E-1
8.947268653E0,-4.192059487E-2,5.144245028E-1,7.147117704E-2,5.210547328E-1
8.949629330E0,-4.069886729E-2,4.991528690E-1,6.291907281E-2,5.047462671E-1
8.951990007E0,-3.947713599E-2,4.820486605E-1,5.558869615E-2,4.868464424E-1
8.954350684E0,-3.886627033E-2,4.637227356E-1,4.886918142E-2,4.679076398E-1
8.956711361E0,-3.520108387E-2,4.435641766E-1,4.214967042E-2,4.469506570E-1
8.959072038E0,-2.909243479E-2,4.234056473E-1,3.359756246E-2,4.257317326E-1
8.961432715E0,-2.481638081E-2,4.008036554E-1,2.626718581E-2,4.024293577E-1
8.963793340E0,-1.870773360E-2,3.782016635E-1,2.015853859E-2,3.792002693E-1
8.966154017E0,-1.076649129E-2,3.531562090E-1,1.466075517E-2,3.536243247E-1
8.968514694E0,-6.490438245E-3,3.262781501E-1,9.162971750E-3,3.264713112E-1
8.970875371E0,-2.825249685E-3,3.018435538E-1,4.886918236E-3,3.018963315E-1
8.973236048E0,2.061668551E-3,2.761872411E-1,-6.108647794E-4,2.761956114E-1
8.975596726E0,3.283398226E-3,2.486983240E-1,-5.497782957E-3,2.487807522E-1
8.977957403E0,5.726857111E-3,2.205985487E-1,-1.221729536E-2,2.210108116E-1
8.980318080E0,5.115992390E-3,1.924987584E-1,-1.893680729E-2,1.934956021E-1
8.982678757E0,5.726857111E-3,1.619555205E-1,-2.687804960E-2,1.642705606E-1
8.985039382E0,2.061668551E-3,1.338557452E-1,-3.359756246E-2,1.380232126E-1
8.987400111E0,2.061668551E-3,1.094211563E-1,-4.214967042E-2,1.172767439E-1
8.989760736E0,2.290742996E-4,8.620829135E-2,-5.131264031E-2,1.003240202E-1
8.992121413E0,2.290742996E-4,6.666062027E-2,-5.925388262E-2,8.918919988E-2
8.994482090E0,-4.657844082E-3,5.138900131E-2,-6.719512492E-2,8.472136555E-2
8.996842767E0,-3.436114406E-3,3.978256881E-2,-7.635809481E-2,8.616854592E-2
8.999203444E0,-3.436114406E-3,2.878700197E-2,-8.429934084E-2,8.914525916E-2
9.001564017E0,-5.879573524E-3,2.390008420E-2,-9.101885557E-2,9.428793920E-2
9.003924798E0,-6.490438245E-3,1.962403022E-2,-9.407317638E-2,9.631713693E-2
9.006285476E0,-5.879573524E-3,1.962403022E-2,-9.773836285E-2,9.986220266E-2
9.008646153E0,-3.436114406E-3,2.390008420E-2,-1.014035568E-1,1.042386792E-1
9.011006830E0,-4.046979360E-3,3.123046272E-2,-1.038470119E-1,1.085169191E-1
9.013367455E0,-4.046979360E-3,3.856083751E-2,-1.056796089E-1,1.125677394E-1
9.015728132E0,-9.926552884E-4,4.955640435E-2,-1.056796089E-1,1.167261852E-1
9.018088809E0,2.672533505E-3,6.238456443E-2,-1.038470119E-1,1.211741647E-1
9.020449486E0,5.115992390E-3,7.643445581E-2,-1.007926911E-1,1.266000237E-1
9.022810163E0,1.000291109E-2,8.681915700E-2,-9.773836285E-2,1.311122108E-1
9.025170840E0,1.427896414E-2,9.720385820E-2,-9.285144508E-2,1.351808778E-1
9.027531517E0,2.038761228E-2,1.051450968E-1,-8.491020650E-2,1.366780497E-1
9.029892194E0,2.527453005E-2,1.136972085E-1,-7.574722916E-2,1.389370354E-1
9.032252871E0,3.199404106E-2,1.228601784E-1,-6.475166976E-2,1.425167388E-1
9.034613548E0,3.627009690E-2,1.350774765E-1,-5.314523727E-2,1.496190524E-1
9.036974226E0,4.237874225E-2,1.491273642E-1,-3.909534588E-2,1.598855047E-1
9.039334903E0,4.970912263E-2,1.650098413E-1,-2.504545636E-2,1.741451104E-1
9.041695528E0,5.765036494E-2,1.833357960E-1,-1.160643063E-2,1.925364586E-1
9.044056205E0,6.681333482E-2,2.071595192E-1,1.832594397E-3,2.176750939E-1
9.046416882E0,7.475458086E-2,2.303723842E-1,1.710421406E-2,2.428008173E-1
9.048777559E0,8.208495378E-2,2.523635030E-1,3.115410358E-2,2.672000289E-1
9.051138236E0,8.941533417E-2,2.713003159E-1,4.520399496E-2,2.892098970E-1
9.053498913E0,9.857830405E-2,2.865719497E-1,5.497783050E-2,3.079995556E-1
9.055859590E0,1.059086844E-1,2.932914495E-1,6.658425927E-2,3.188573151E-1
9.058220267E0,1.120173261E-1,2.945131958E-1,7.635809481E-2,3.242166906E-1
9.060580944E0,1.138499230E-1,2.914588451E-1,8.491020650E-2,3.242218477E-1
9.062941621E0,1.169042438E-1,2.792415619E-1,8.979712427E-2,3.157625305E-1
9.065302298E0,1.169042438E-1,2.627482116E-1,9.346231073E-2,3.023878775E-1
9.067662976E0,1.114064679E-1,2.395353466E-1,9.834922850E-2,2.818885491E-1
9.070023653E0,1.101847365E-1,2.089921087E-1,9.834922850E-2,2.559119935E-1
9.072384278E0,1.022434905E-1,1.735619605E-1,9.712749720E-2,2.236319212E-1
9.074744955E0,9.918916970E-2,1.381317973E-1,9.468404204E-2,1.946380041E-1
9.077105632E0,9.002619982E-2,1.033125073E-1,9.101885557E-2,1.645072122E-1
9.079466309E0,8.269581944E-2,6.910407543E-2,8.674279600E-2,1.383411886E-1
9.081826986E0,7.658717036E-2,3.428478539E-2,7.941242307E-2,1.155308362E-1
9.084187663E0,7.108938694E-2,3.130682046E-3,7.330377400E-2,1.021613694E-1
9.086548340E0,6.375901401E-2,-2.252563834E-2,6.291907281E-2,9.236571860E-2
9.088909017E0,6.070468575E-2,-4.757109284E-2,5.497783050E-2,9.471340767E-2
9.091269694E0,5.826122686E-2,-7.017309219E-2,4.459312931E-2,1.015242858E-1
9.093630371E0,5.459604040E-2,-8.727730811E-2,3.359756246E-2,1.082905921E-1
9.095991048E0,5.520690605E-2,-9.705114365E-2,2.382372692E-2,1.141678454E-1
9.098351726E0,5.337430909E-2,-1.025489271E-1,1.221729536E-2,1.162512865E-1
9.100712351E0,5.337430909E-2,-1.037706509E-1,2.443459118E-3,1.167181878E-1
9.103073028E0,5.276344717E-2,-1.001054645E-1,-6.108647678E-3,1.133243175E-1
9.105433705E0,5.215258151E-2,-9.399681538E-2,-1.282816008E-2,1.082582780E-1
9.107794382E0,5.337430909E-2,-8.544471115E-2,-2.076940238E-2,1.028639082E-1
9.110155059E0,5.459604040E-2,-7.322741300E-2,-2.626718581E-2,9.504181549E-2
9.112515736E0,5.520690605E-2,-6.162098423E-2,-2.993237413E-2,8.798235729E-2
9.114876413E0,5.703949928E-2,-4.879282415E-2,-3.176496923E-2,8.150618036E-2
9.117237090E0,5.642863363E-2,-3.413207084E-2,-3.420842811E-2,7.429270157E-2
9.119597767E0,5.887209252E-2,-1.886045001E-2,-3.237583488E-2,6.978419976E-2
9.121958444E0,6.009382382E-2,-1.756236190E-3,-2.993237413E-2,6.715876003E-2
9.124319121E0,6.253728271E-2,1.718057133E-2,-2.687804960E-2,7.020337107E-2
9.126679798E0,6.498073786E-2,3.367391974E-2,-2.015853859E-2,7.591308084E-2
9.129040476E0,6.498073786E-2,5.077813566E-2,-1.404988952E-2,8.365593075E-2
9.131401153E0,6.864593178E-2,6.238456443E-2,-5.497782957E-3,9.292106030E-2
9.133761830E0,7.170025259E-2,7.399099320E-2,3.054323839E-3,1.030772632E-1
9.136122455E0,7.536543906E-2,8.193223923E-2,1.221729536E-2,1.119915333E-1
9.138483132E0,7.719803602E-2,8.681915700E-2,2.443459071E-2,1.187187938E-1
9.140843809E0,8.147408813E-2,9.231694043E-2,3.665188700E-2,1.284671372E-1
9.143204486E0,8.636100590E-2,9.842558950E-2,4.642572254E-2,1.389286426E-1
9.145565163E0,8.819360286E-2,1.033125073E-1,5.864302069E-2,1.479546877E-1
9.147925840E0,9.002619982E-2,1.112537459E-1,7.086031139E-2,1.596975152E-1
9.150286517E0,8.819360286E-2,1.179732606E-1,8.063415438E-2,1.679216146E-1
9.152647194E0,9.063705802E-2,1.246927753E-1,8.857539296E-2,1.777891019E-1
9.155007871E0,9.185878932E-2,1.326340139E-1,9.773836285E-2,1.886335240E-1
9.157368548E0,9.308052063E-2,1.399643868E-1,1.075121984E-1,1.995316659E-1
9.159729226E0,9.246965498E-2,1.479056329E-1,1.123991162E-1,2.075096977E-1
9.162089903E0,9.185878932E-2,1.558468789E-1,1.197294965E-1,2.169364865E-1
9.164450580E0,9.124792367E-2,1.668424457E-1,1.282816082E-1,2.293877858E-1
9.166811205E0,9.308052063E-2,1.766162813E-1,1.331685185E-1,2.399815586E-1
9.169171934E0,9.002619982E-2,1.863901168E-1,1.386663020E-1,2.491472167E-1
9.171532559E0,8.452841640E-2,1.961639524E-1,1.441640854E-1,2.576987251E-1
9.173893236E0,8.269581944E-2,2.059377879E-1,1.490510106E-1,2.673297118E-1
9.176253913E0,7.841976732E-2,2.120464295E-1,1.539379209E-1,2.735145913E-1
9.178614590E0,7.047852129E-2,2.218202800E-1,1.569922417E-1,2.807454764E-1
9.180975267E0,6.131555140E-2,2.322049737E-1,1.588248461E-1,2.879306833E-1
9.183335944E0,5.520690605E-2,2.438113987E-1,1.594357044E-1,2.964988102E-1
9.185696621E0,4.665479809E-2,2.548069656E-1,1.576031148E-1,3.032193953E-1
9.188057298E0,3.749182448E-2,2.633590698E-1,1.539379209E-1,3.073443021E-1
9.190417976E0,2.832885459E-2,2.700785995E-1,1.484401375E-1,3.094825493E-1
9.192778653E0,2.344193682E-2,2.749654949E-1,1.441640854E-1,3.113500141E-1
9.195139330E0,1.305723470E-2,2.780198455E-1,1.374445707E-1,3.104134918E-1
9.197500007E0,9.392046370E-3,2.798524201E-1,1.331685185E-1,3.100636094E-1
9.199860684E0,8.399390499E-4,2.829067409E-1,1.264490038E-1,3.098810741E-1
9.202221361E0,-2.825249685E-3,2.798524201E-1,1.172860414E-1,3.034491301E-1
9.204581986E0,-7.712167688E-3,2.786307037E-1,1.105665267E-1,2.998658090E-1
9.206942663E0,-1.320995111E-2,2.737437785E-1,1.044578776E-1,2.932944037E-1
9.209303340E0,-1.320995111E-2,2.645808160E-1,9.712749720E-2,2.821546770E-1
9.211664017E0,-1.687514037E-2,2.578612864E-1,9.040798992E-2,2.737714704E-1
9.214024694E0,-1.809686981E-2,2.523635030E-1,8.368847519E-2,2.664931429E-1
9.216385371E0,-2.054032870E-2,2.450331300E-1,7.941242307E-2,2.583978964E-1
9.218746048E0,-2.115119249E-2,2.358701676E-1,7.696896046E-2,2.490107022E-1
9.221106726E0,-2.237292193E-2,2.273180634E-1,7.269290835E-2,2.397046276E-1
9.223467403E0,-2.237292193E-2,2.199876755E-1,7.024945319E-2,2.320131692E-1
9.225828080E0,-2.176205814E-2,2.120464295E-1,6.902772188E-2,2.240582554E-1
9.228188757E0,-2.115119249E-2,2.059377879E-1,6.597339362E-2,2.172791617E-1
9.230549434E0,-2.115119249E-2,2.016617358E-1,6.414080411E-2,2.126708052E-1
9.232910111E0,-2.359465137E-2,1.967748106E-1,6.291907281E-2,2.079323048E-1
9.235270788E0,-2.237292193E-2,1.906661689E-1,6.047561392E-2,2.012745277E-1
9.237631465E0,-2.237292193E-2,1.839466542E-1,5.864302069E-2,1.943602920E-1
9.239992142E0,-2.054032870E-2,1.796706021E-1,5.558869615E-2,1.891917902E-1
9.242352819E0,-1.931859925E-2,1.753945500E-1,5.314523727E-2,1.842847598E-1
9.244713444E0,-2.115119249E-2,1.729510874E-1,5.253437161E-2,1.819871198E-1
9.247074121E0,-1.992946304E-2,1.698967665E-1,5.070177838E-2,1.784173902E-1
9.249434798E0,-2.115119249E-2,1.668424457E-1,4.948004708E-2,1.753055895E-1
9.251795476E0,-1.931859925E-2,1.643989831E-1,4.825831577E-2,1.724212834E-1
9.254156153E0,-2.359465137E-2,1.625663936E-1,4.642572254E-2,1.707040937E-1
9.256516830E0,-2.542724647E-2,1.589011997E-1,4.459312931E-2,1.669870753E-1
9.258877507E0,-2.909243479E-2,1.552360058E-1,4.031707719E-2,1.630032330E-1
9.261238184E0,-3.275762498E-2,1.527925581E-1,3.726275265E-2,1.606460100E-1
9.263598861E0,-3.520108387E-2,1.503490955E-1,3.420842811E-2,1.581587284E-1
9.265959538E0,-3.764454275E-2,1.497382224E-1,3.054323979E-2,1.573897593E-1
9.268320215E0,-4.069886729E-2,1.503490955E-1,2.626718581E-2,1.579595308E-1
9.270680892E0,-4.314232618E-2,1.521816850E-1,2.504545636E-2,1.601493067E-1
9.273041569E0,-4.375318810E-2,1.540142894E-1,2.382372692E-2,1.618712846E-1
9.275402246E0,-4.436405376E-2,1.589011997E-1,2.199113183E-2,1.664372867E-1
9.277762923E0,-4.558578506E-2,1.631772518E-1,2.076940238E-2,1.706934310E-1
9.280123601E0,-4.253146052E-2,1.668424457E-1,2.076940238E-2,1.734263386E-1
9.282484278E0,-4.069886729E-2,1.705076247E-1,2.199113183E-2,1.766716100E-1
9.284844903E0,-4.008800164E-2,1.760054082E-1,2.321286127E-2,1.819994190E-1
9.287205632E0,-3.703367710E-2,1.808923334E-1,2.260199748E-2,1.860225250E-1
9.289566257E0,-3.703367710E-2,1.882227063E-1,2.443459071E-2,1.933813063E-1
9.291926934E0,-3.031416424E-2,1.986074150E-1,2.748891525E-2,2.027794228E-1
9.294287611E0,-3.031416424E-2,2.132681608E-1,2.932151034E-2,2.173982703E-1
9.296648288E0,-2.909243479E-2,2.315941155E-1,3.237583488E-2,2.356488888E-1
9.299008913E0,-2.970330045E-2,2.468657345E-1,3.787361458E-2,2.515141896E-1
9.301369642E0,-3.031416424E-2,2.603047490E-1,4.337139800E-2,2.656286676E-1
9.303730319E0,-3.031416424E-2,2.700785995E-1,4.642572254E-2,2.757113457E-1
9.306090996E0,-3.153589368E-2,2.767980993E-1,5.253437161E-2,2.834987840E-1
9.308451673E0,-3.642281145E-2,2.810741663E-1,5.742128938E-2,2.891824902E-1
9.310812351E0,-4.375318810E-2,2.835176289E-1,6.108647957E-2,2.933055495E-1
9.313173028E0,-5.169443041E-2,2.847393453E-1,6.475166976E-2,2.965494691E-1
9.315533705E0,-6.207913160E-2,2.835176289E-1,6.841685623E-2,2.981894208E-1
9.317894382E0,-7.185296714E-2,2.835176289E-1,7.208204269E-2,3.012323284E-1
9.320255059E0,-8.284853399E-2,2.822958827E-1,7.452550530E-2,3.034944743E-1
9.322615736E0,-9.140064567E-2,2.835176289E-1,7.635809481E-2,3.075172883E-1
9.324976413E0,-1.030070707E-1,2.859610617E-1,7.941242307E-2,3.141504709E-1
9.327337090E0,-1.127809063E-1,2.896262705E-1,8.185587823E-2,3.214082983E-1
9.329697767E0,-1.225547493E-1,2.969566286E-1,8.368847519E-2,3.319738946E-1
9.332058392E0,-1.311068535E-1,3.079521954E-1,8.674279600E-2,3.457569585E-1
9.334419121E0,-1.402698308E-1,3.220020831E-1,8.857539296E-2,3.622244707E-1
9.336779798E0,-1.469893306E-1,3.384954333E-1,9.162971377E-2,3.802381177E-1
9.339140423E0,-1.537088454E-1,3.568213880E-1,9.651663154E-2,4.003290799E-1
9.341501153E0,-1.610392332E-1,3.788125217E-1,1.014035568E-1,4.239283460E-1
9.343861778E0,-1.640935540E-1,4.032471180E-1,1.056796089E-1,4.479990093E-1
9.346222455E0,-1.671478748E-1,4.276817143E-1,1.154534444E-1,4.734760381E-1
9.348583132E0,-1.708130687E-1,4.557814896E-1,1.240055487E-1,5.022860209E-1
9.350943809E0,-1.756999791E-1,4.838812649E-1,1.337793916E-1,5.318914239E-1
9.353304486E0,-1.756999791E-1,5.156462193E-1,1.447749585E-1,5.636677166E-1
9.355665163E0,-1.750891209E-1,5.498546362E-1,1.563813835E-1,5.978724432E-1
9.358025840E0,-1.793651730E-1,5.877282619E-1,1.692095399E-1,6.373603718E-1
9.360386517E0,-1.811977625E-1,6.286562085E-1,1.832594275E-1,6.794301108E-1
9.362747194E0,-1.866955459E-1,6.744710803E-1,1.991419196E-1,7.276152618E-1
9.365107871E0,-1.903607398E-1,7.215076685E-1,2.174678594E-1,7.772405013E-1
9.367468548E0,-1.940259188E-1,7.709876895E-1,2.376264036E-1,8.297797191E-1
9.369829173E0,-1.964693815E-1,8.241329193E-1,2.583957911E-1,8.857559886E-1
9.372189903E0,-1.989128441E-1,8.803325295E-1,2.846629918E-1,9.463533700E-1
9.374550580E0,-2.019671649E-1,9.414190054E-1,3.121519089E-1,1.012175525E0
9.376911257E0,-2.019671649E-1,1.006170630E0,3.414734006E-1,1.081560981E0
